name,agents_average_initial_opinion,technology_success_rate,k_S->Q,k_S->L,k_Q->L,k_Q->B,k_L->Q,k_L->B,k_B->S
0_3_8,-0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_3_9,-0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_3_10,-0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_4_0,-0.6,0.0,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_1,-0.6,0.1,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_2,-0.6,0.2,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_3,-0.6,0.3,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_4,-0.6,0.4,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_5,-0.6,0.5,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_6,-0.6,0.6,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_7,-0.6,0.7,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_8,-0.6,0.8,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_9,-0.6,0.9,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_4_10,-0.6,1.0,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
0_5_0,-0.5,0.0,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_1,-0.5,0.1,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_2,-0.5,0.2,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_3,-0.5,0.3,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_4,-0.5,0.4,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_5,-0.5,0.5,0.09728523297398496,0.11940432548108584,0.0036865154178502067,0.03349665740627123,0.0,0.0,0.0
0_5_6,-0.5,0.6,0.06926087418453035,0.09130844731528703,0.0037053177831654696,0.025091476409886196,0.0,0.0,0.0
0_5_7,-0.5,0.7,0.06926087418453035,0.09130844731528703,0.0037053177831654696,0.025091476409886196,0.0,0.0,0.0
0_5_8,-0.5,0.8,0.06926087418453035,0.09130844731528703,0.0037053177831654696,0.025091476409886196,0.0,0.0,0.0
0_5_9,-0.5,0.9,0.06926087418453035,0.09130844731528703,0.0037053177831654696,0.025091476409886196,0.0,0.0,0.0
0_5_10,-0.5,1.0,0.06926087418453035,0.09130844731528703,0.0037053177831654696,0.025091476409886196,0.0,0.0,0.0
0_6_0,-0.4,0.0,0.2656764385676637,0.3368309964217927,0.008894319731766246,0.18452556221443325,0.0,0.0,0.0
0_6_1,-0.4,0.1,0.2656764385676637,0.3368309964217927,0.008894319731766246,0.18452556221443325,0.0,0.0,0.0
0_6_2,-0.4,0.2,0.2656764385676637,0.3368309964217927,0.008894319731766246,0.18452556221443325,0.0,0.0,0.0
0_6_3,-0.4,0.3,0.24578104659059985,0.3172619543213138,0.008957358473594301,0.1747734169491573,0.0,0.0,0.0
0_6_4,-0.4,0.4,0.24578104659059985,0.3172619543213138,0.008957358473594301,0.1747734169491573,0.0,0.0,0.0
0_6_5,-0.4,0.5,0.17901175772611308,0.2492658593986228,0.009331023950742773,0.13717787324319347,0.0,0.0,0.0
0_6_6,-0.4,0.6,0.1752903446726013,0.2443854187780077,0.009398212157366557,0.13707313833062731,0.0,0.0,0.0
0_6_7,-0.4,0.7,0.1381492759496919,0.2017741889978314,0.009787123359220731,0.1262044150857584,0.0,0.0,0.0
0_6_8,-0.4,0.8,0.07645533827373723,0.023850156716165402,0.11052603290071276,0.028625368226676478,0.0,0.0,0.0
0_6_9,-0.4,0.9,0.11255753875301724,0.0,0.23006940619676114,0.0,0.0,0.0,0.000224640024456279
0_6_10,-0.4,1.0,0.1789881660457976,0.0,0.2730979737930316,0.0,0.0,0.0,0.0003476049356990297
0_7_0,-0.3,0.0,0.2044348258215248,0.2960298013228756,0.031109674403247446,0.8276468304330782,0.0,0.0,0.0
0_7_1,-0.3,0.1,0.13665236853250137,0.23632118765804838,0.046007003660449075,0.6602713861860249,0.0,0.0,0.0
0_7_2,-0.3,0.2,0.129545064974859,0.22906479968359397,0.04880607868262026,0.6341280151206485,0.0,0.0,0.0
0_7_3,-0.3,0.3,0.09212628529422776,0.1830005853093449,0.05596356757980314,0.5943580511588815,0.0,0.0,0.0
0_7_4,-0.3,0.4,0.053651323630793876,0.12409406582933939,0.08079374760769693,0.4370628826249895,0.0,0.0,0.0
0_7_5,-0.3,0.5,0.03959946750425079,0.09986021527077235,0.08856874015493459,0.40711319586626643,0.0,0.0,0.0
0_7_6,-0.3,0.6,0.023772749710708856,0.05342208329585716,0.08982820328922508,0.3230978919155523,0.0,0.0,0.0
0_7_7,-0.3,0.7,0.009451933326303051,0.016280865251811178,0.13692139920771215,0.18793031754299708,0.0,0.0,0.0
0_7_8,-0.3,0.8,0.1666059286634334,0.01095674435730139,0.10945529227450614,0.02326709094582048,0.0,0.0,0.0
0_7_9,-0.3,0.9,0.15672617185021112,0.0,0.1901919215452567,0.0,0.0,0.0,0.0
0_7_10,-0.3,1.0,0.23784670569813965,0.0,0.27203835226414547,0.0,0.0,0.0,2.1043144875820516e-05
0_8_0,-0.2,0.0,0.1677895906327115,0.15129603463783622,0.11543280476422815,0.8013112010156256,0.0020564700737529177,0.03810435534730029,0.0
0_8_1,-0.2,0.1,0.1539245144952173,0.1384038682629371,0.11833454940947248,0.792122235853738,0.0019539296284539344,0.03743264924690359,0.0
0_8_2,-0.2,0.2,0.08093437636300255,0.07009520047760412,0.1477884248859354,0.7155507924169603,0.0012507779826179178,0.0315423537517236,0.0
0_8_3,-0.2,0.3,0.08297489788342197,0.08424723752531213,0.050130049739210626,0.692503071063255,0.0026680576603339548,0.02088265805904843,0.0
0_8_4,-0.2,0.4,0.0599143810364527,0.05012955671093923,0.06847588403972324,0.5914196804243961,0.0013625030413970075,0.014502929661660746,0.0
0_8_5,-0.2,0.5,0.02826588886143602,0.025838314669794197,0.11338259407726793,0.4776918693171873,0.0008240351740895143,0.019231131332496085,0.0
0_8_6,-0.2,0.6,0.021726909977420942,0.01549549043660109,0.16416624725724757,0.38396918773291794,0.0008370450013584877,0.008338117773452185,0.0
0_8_7,-0.2,0.7,0.02427811868318267,0.0,0.12716698893396466,0.2144013631677394,0.0,0.0,0.0
0_8_8,-0.2,0.8,0.10063844928939444,0.0,0.07148203279472634,0.024714343283003374,0.0,0.0031888176733296416,0.00794931642267044
0_8_9,-0.2,0.9,0.22872405411723098,0.0,0.18373673607482469,0.0,0.0,0.0,0.0014995055331802438
0_8_10,-0.2,1.0,0.23156229515654336,0.0,0.2371169502032476,0.0,0.0,0.0,0.001226566892595885
0_9_0,-0.1,0.0,0.1679064527767862,0.09425680361720466,0.0,0.966777074999034,0.0987681627535358,0.2866934902599557,0.0
0_9_1,-0.1,0.1,0.16291311414482784,0.05324924856513895,0.0,0.9589460391496591,0.18138755028151757,0.20265671646424538,0.0
0_9_2,-0.1,0.2,0.08280960950957333,0.05335611092643997,0.0,0.7398191349233483,0.13738495901149175,0.203325982131434,0.0
0_9_3,-0.1,0.3,0.04339787071630053,0.04660404809804207,0.0,0.5625092857010785,0.21809201403445472,0.16858215942841884,0.0
0_9_4,-0.1,0.4,0.13216736723868183,0.0,0.0,0.5607581645033953,0.15649236060313731,0.0568454731443546,0.0
0_9_5,-0.1,0.5,0.0141773302237212,0.04037398308526056,0.0,0.23242192878135998,0.3743855364120148,0.0009531789399101786,0.0
0_9_6,-0.1,0.6,0.005541552778266118,0.016879079651025447,0.0,0.13571552631137704,0.3095767253383049,0.0287852367982665,0.0
0_9_7,-0.1,0.7,0.036950918561518734,0.0,0.06263294496820146,0.09017386618960661,0.6788096344559609,0.0,0.0
0_9_8,-0.1,0.8,0.05805860444863084,0.0,0.10362550377664796,0.0,0.0,0.002095624587326217,0.0028963635730356262
0_9_9,-0.1,0.9,0.12274291010063028,0.002950616587241776,0.15594725289220748,0.0,0.0,0.00040162186143317784,0.004031157023893422
0_9_10,-0.1,1.0,0.2453029718293197,0.0,0.22872995591753337,0.0,0.0,0.0008746349833574491,0.016636076014077614
0_10_0,0.0,0.0,0.14855313522885166,0.07946717840435161,0.0,0.8621275921483939,0.5967769563676216,0.30347720917267323,0.0
0_10_1,0.0,0.1,0.12468778687077244,0.08685714166391792,0.0,0.6952560660366991,0.6232301802039082,0.3246354469773755,0.0
0_10_2,0.0,0.2,0.0826775168137232,0.06979351935227614,0.0,0.6317295116517905,0.7424969159190155,0.12553010957105232,0.0
0_10_3,0.0,0.3,0.03384913598871723,0.06708947704542519,0.0,0.5071368937770975,0.7947449916900744,0.0,0.0
0_10_4,0.0,0.4,0.11356573228252213,0.009229403698321682,0.0,0.4576159484565069,0.44312436488478046,0.0,0.0
0_10_5,0.0,0.5,0.032026120034124084,0.048817183367707205,0.015623582166412412,0.3379990966570588,0.4875809259707297,0.0,0.0
0_10_6,0.0,0.6,0.03907700381308503,0.028992991563245418,0.08251378176686441,0.18242485510746434,0.09335589408514594,0.14555721230627078,0.0
0_10_7,0.0,0.7,0.018343541118283745,0.0,0.08374169298400981,0.0724424302781495,0.29709959757431204,0.0,0.0
0_10_8,0.0,0.8,0.08927185136329104,0.0,0.08547012228547209,0.008173608104980806,0.0,0.00012792230218858762,0.004890086064759344
0_10_9,0.0,0.9,0.1733140533723689,0.0,0.18348877416276552,0.0,0.0,0.00021009173072729248,0.017161959426472268
0_10_10,0.0,1.0,0.28034801552449135,0.0,0.23753472563362443,0.0,0.0,0.00048503323284349644,0.020238702019569624
0_11_0,0.1,0.0,0.03969130915275364,0.06914838176174984,0.0,0.6843421915812165,0.6288526797671654,0.0,0.0
0_11_1,0.1,0.1,0.06431162063920184,0.04498985818365665,0.0,0.622852674928959,0.5619325321775832,0.0,0.0
0_11_2,0.1,0.2,0.07863123146334959,0.062301312890454104,0.0,0.5451190090852667,0.4758335015833522,0.0,0.0
0_11_3,0.1,0.3,0.011889607441747392,0.058736354426832525,0.0025906998592113845,0.41627315099998285,0.5179313734167795,0.0,0.0
0_11_4,0.1,0.4,0.07569887771947426,0.0,0.036316324091898076,0.3596845513084716,0.3096881578715776,0.0,0.0
0_11_5,0.1,0.5,0.0026386442463804836,0.036774004408830524,0.03387322422682535,0.24799827174303482,0.3361281166296828,0.0,0.0
0_11_6,0.1,0.6,0.011626673553737138,0.02155662248463974,0.05447223314011862,0.15863423983606934,0.2132830355382058,0.0,0.0
0_11_7,0.1,0.7,0.029488478812964198,0.0,0.07676802035100543,0.04866959964941275,0.08954104422046383,0.026735557146501374,0.0
0_11_8,0.1,0.8,0.12127583387669982,0.0,0.10452482490834095,0.0,0.0,0.0008534307388754143,0.010797007769248053
0_11_9,0.1,0.9,0.25744867997860293,0.0,0.1979637927780738,0.0,0.0,0.0,0.34131761266371435
0_11_10,0.1,1.0,0.4278879099471516,0.0,0.25713225707327975,0.0,0.0,0.0,0.26610050915830785
0_12_0,0.2,0.0,0.06728955760668501,0.027923414257407686,0.07692853737855398,0.5916468773887388,0.5814666198545402,0.0,0.0
0_12_1,0.2,0.1,0.0,0.03155966512089352,0.008444312082044797,0.46057022607991993,0.37897972953433634,0.0,0.0
0_12_2,0.2,0.2,0.07434950537939793,0.0,0.2584311539313318,0.45773821362208594,0.6810592726926857,0.0,0.0
0_12_3,0.2,0.3,0.04963462561442829,0.049799847377677293,0.18217204917690372,0.3231194748015645,0.5345309875245626,0.03310460990587067,0.0
0_12_4,0.2,0.4,0.04702897729953515,0.0,0.058646133702058845,0.2728816901643604,0.30181559770218525,0.0,0.0
0_12_5,0.2,0.5,0.02553519926808898,0.0,0.19313325247084384,0.1559209895229963,0.5544953384363721,0.0,0.0
0_12_6,0.2,0.6,0.0,0.0,0.12937119800254968,0.07894695290445979,0.2925907038959655,0.0,0.0
0_12_7,0.2,0.7,0.0,0.010631795866026772,0.038899777442123376,0.0,0.0015641085102428098,0.05653518745983936,0.0
0_12_8,0.2,0.8,0.22277954416340526,0.0,0.10606987334507013,0.002655235188943474,0.0005916087076278828,0.0001744299636970487,0.07713390109276608
0_12_9,0.2,0.9,0.2837900001429984,0.05058928836512538,0.18800247220495458,0.0,0.0,0.0,0.08482956719816516
0_12_10,0.2,1.0,0.3208653552207319,0.08855728339783793,0.24789779973475404,0.0,0.0,0.0,0.09457991206750847
0_13_0,0.3,0.0,0.0,0.03428074462614729,0.0866157131484625,0.4571407383014511,0.6208134512024835,0.0,0.0
0_13_1,0.3,0.1,0.04785082280770351,0.0010831164190056152,0.16052489448535653,0.40670720411772876,0.589252049052999,0.0,0.0
0_13_2,0.3,0.2,0.02448947268882683,0.0,0.10721853541344908,0.3593751823998489,0.4697855235797198,0.0,0.0
0_13_3,0.3,0.3,0.0,0.010970705336369891,0.15512258376251317,0.2371662819289255,0.49031344325308707,0.0,0.0
0_13_4,0.3,0.4,0.04238035733359249,0.0,0.26577737966218146,0.23127032519465276,0.4933842995749767,0.0,0.0
0_13_5,0.3,0.5,0.0019074014721107383,0.006255201812852561,0.29414559377667204,0.15183289462183533,0.4216501836581156,0.0,0.0
0_13_6,0.3,0.6,0.013183757684547472,0.0,0.025424401898530045,0.09943800392433147,0.09603962463591782,0.0,0.0
0_13_7,0.3,0.7,0.015751923825229882,0.0,0.15135094462463117,0.05386686847498979,0.1234149784288444,0.0,0.0
0_13_8,0.3,0.8,0.215057726599447,0.0,0.14225953512407888,0.005081983775822604,0.0030713043399912474,0.0001310271522690506,0.024578662543046713
0_13_9,0.3,0.9,0.4195516443042594,0.17595044575006394,0.21904915798217603,0.0,0.0003259520318249483,0.0,0.0
0_13_10,0.3,1.0,0.42579730374945657,0.1597738185517569,0.2685241168144002,0.0,0.0,0.0,0.0
0_14_0,0.4,0.0,0.0,0.020386959831118743,0.13445573281105935,0.36775387739394455,0.4821884602060195,0.0,0.0
0_14_1,0.4,0.1,0.0,0.01716467029208276,0.01629814083901698,0.32563912122465893,0.3502520326421089,0.0,0.0
0_14_2,0.4,0.2,0.0,0.0,0.1459614625674423,0.28612412212763183,0.42246799410489844,0.0,0.0
0_14_3,0.4,0.3,0.0319198694582228,0.0,0.14913469818219532,0.22759167860320922,0.36022320973905786,0.0,0.0
0_14_4,0.4,0.4,0.03582786676647642,0.0,0.19402835059660054,0.1897153186671403,0.31929111519785836,0.0,0.0
0_14_5,0.4,0.5,0.029511663629286672,0.003488924971596927,0.14642898050238673,0.14078111634093107,0.18756147406589502,0.0,0.0
0_14_6,0.4,0.6,0.0,0.0,0.0,0.09861489851031602,0.037827156785486114,0.0,0.0
0_14_7,0.4,0.7,0.02334301765050076,0.0,0.12226750530234082,0.0639629410449451,0.0609367049487426,0.0,0.0
0_14_8,0.4,0.8,0.05650773646219209,0.015824640354950473,0.18350959933550404,0.0,0.0019395821098149874,0.0,0.0
0_14_9,0.4,0.9,0.013930669639404189,0.034703317244720706,0.29106262489268137,0.0,0.0006004737408432703,0.0,0.0
0_14_10,0.4,1.0,0.0069304750828866135,0.03539966197828907,0.37667609752459547,0.0,0.00025788677484427536,0.0,0.0
0_15_0,0.5,0.0,0.0,0.11540032042732266,0.0,0.3751146737908867,0.345033041764782,0.0,0.0
0_15_1,0.5,0.1,0.0,0.06826907496198126,0.0,0.31497251244150515,0.301449023031835,0.0,0.0
0_15_2,0.5,0.2,0.032093228008102825,0.010346594898043987,0.000873784359867802,0.3086587691032461,0.24823807492558086,0.0,0.0
0_15_3,0.5,0.3,0.0,0.03767813751980666,0.0,0.2052463646939069,0.18767387699894264,0.0,0.0
0_15_4,0.5,0.4,0.0,0.0023824307180126464,0.0,0.1728472055240435,0.1267193205766858,0.0,0.0
0_15_5,0.5,0.5,0.0,0.0,0.0,0.13845622403417582,0.08070993860488426,0.0,0.0
0_15_6,0.5,0.6,0.025645253154841945,0.0,0.024140102735160502,0.1302928420531247,0.050067645336806646,0.0,0.0
0_15_7,0.5,0.7,0.027018531399238786,0.0,0.030950367201925653,0.05040507846694107,0.026131928532215316,0.0,0.0
0_15_8,0.5,0.8,0.00017882438208426877,0.008393022537366512,0.2493908836703976,0.0,0.0015619924669065532,0.0,0.003457313872328257
0_15_9,0.5,0.9,0.0,0.0,0.3770083947101156,0.0,0.0010063574444122275,0.0,0.00429349755999899
0_15_10,0.5,1.0,0.0,0.0,0.40659381189466204,0.0,0.000308740932544181,0.0,0.004561271281201354
0_16_0,0.6,0.0,0.0,0.14636173105001743,0.0,0.3605838902733176,0.2750938227108824,0.0,0.0
0_16_1,0.6,0.1,0.0,0.11055541352296988,0.0,0.2934115762324591,0.22490088809350625,0.0,0.0
0_16_2,0.6,0.2,0.0,0.06570425505119466,0.0,0.25876098707448525,0.17891501241126773,0.0,0.0
0_16_3,0.6,0.3,0.0,0.05036740763844183,0.0,0.18978767471518446,0.1444310833700519,0.0,0.0
0_16_4,0.6,0.4,0.013857555579813559,0.0,0.0,0.18613799051900004,0.1029174185381569,0.0,0.0
0_16_5,0.6,0.5,0.03364573937328567,0.0,0.0,0.15688791995471532,0.06050485968249198,0.0,0.0
0_16_6,0.6,0.6,0.009912701690996317,0.0,0.0,0.09669706044995798,0.03667111598897648,0.0,0.0
0_16_7,0.6,0.7,0.06462380996436114,0.0,0.0,0.08466701078519058,0.011278845692045143,0.0,0.0035405816480426344
0_16_8,0.6,0.8,0.0,0.0,0.23913825997770585,0.0,0.0007851883473583127,0.0,0.0035601797642110843
0_16_9,0.6,0.9,0.0,0.0,0.29117959146584443,0.005247987115949144,0.00023569316289608573,0.0,0.00404916090538957
0_16_10,0.6,1.0,0.0,0.0,0.3336894209121714,0.014521467995016924,0.0,0.0,0.004463926579046636
0_17_0,0.7,0.0,0.0,0.2344479837754391,0.0,0.34719588518530137,0.22830102995484175,0.0,0.0
0_17_1,0.7,0.1,0.024361480872247432,0.15339391151562498,0.0,0.28618557873653405,0.17810685942197993,0.0,0.0
0_17_2,0.7,0.2,0.0,0.0796710682794408,0.0,0.23731690664729105,0.147959807872765,0.0,0.0
0_17_3,0.7,0.3,0.007015022178876521,0.0793537473750679,0.0,0.19093782387391672,0.11693369067591944,0.0,0.0
0_17_4,0.7,0.4,0.0,0.02123523859989748,0.0,0.1521007783315132,0.08506700727993184,0.0,0.0
0_17_5,0.7,0.5,0.0,0.0,0.0,0.1164123003927236,0.056153229096273585,0.0,0.0
0_17_6,0.7,0.6,0.003084861530625323,0.0,0.0,0.08364188102301764,0.025201286812490457,0.0,0.0
0_17_7,0.7,0.7,0.008019250466034905,0.0,0.0,0.03343680231328255,0.009989721401288636,0.0,0.0
0_17_8,0.7,0.8,0.006727269759680596,0.0022729845969039846,0.17876440817617412,0.03285897602411733,0.0,0.0,0.0
0_17_9,0.7,0.9,0.006770937402104615,0.0022471222824755367,0.18159790531933165,0.03504589600659944,0.0,0.0,0.0
0_17_10,0.7,1.0,0.007238664532630642,0.001898550951592864,0.20265796498137614,0.04131363648726407,0.0,0.0,0.0
0_18_0,0.8,0.0,0.028839316426535803,0.21299192639804895,0.0,0.2956021460646921,0.17557672994530257,0.0,0.0
0_18_1,0.8,0.1,0.0,0.13349605843631032,0.0,0.2613799620417931,0.14165734347239622,0.0,0.0
0_18_2,0.8,0.2,0.053334181545271385,0.10530605768935777,0.0,0.257968234573456,0.12046640881863414,0.0,0.0
0_18_3,0.8,0.3,0.045660673731362234,0.0675930977142214,0.0,0.22854254250561848,0.09591115425799605,0.0,0.0
0_18_4,0.8,0.4,0.0013376811642793716,0.007691626965749194,0.0,0.15986702214059476,0.06652956138802603,0.0,0.0
0_18_5,0.8,0.5,0.0,0.0,0.0,0.12831535649171716,0.04159615834148832,0.0,0.0
0_18_6,0.8,0.6,0.018838310595835097,0.0,0.0,0.11320133786156109,0.019988395719040666,0.0,0.0
0_18_7,0.8,0.7,0.008453149366307611,0.0,0.0,0.048138593193389936,0.00916002692384494,0.0,0.0
0_18_8,0.8,0.8,0.0,0.0,0.19687418739723558,0.05561673992083744,0.0,0.0,0.0
0_18_9,0.8,0.9,0.0,0.0,0.2164511587445902,0.06311747259158015,0.0,0.0,0.0
0_18_10,0.8,1.0,0.0,0.0,0.22176226882642064,0.06553119025393853,0.0,0.0,0.0
0_19_0,0.9,0.0,0.10487635862763035,0.19937943172932363,0.0,0.36536545023193223,0.1496041866655777,0.0,0.0
0_19_1,0.9,0.1,0.06515785575719975,0.16826615967442862,0.0,0.29592409750675863,0.13033851535616026,0.0,0.0
0_19_2,0.9,0.2,0.002550086655009006,0.13761525555250687,0.0,0.24443117464913267,0.11004671374879195,0.0,0.0
0_19_3,0.9,0.3,0.0,0.0453701634385018,0.0,0.18044785371888877,0.07907458277002943,0.0,0.0
0_19_4,0.9,0.4,0.0,0.0,0.0,0.16404700345285803,0.051448369934017094,0.0,0.0
0_19_5,0.9,0.5,0.038851330989293116,0.0,0.0,0.20093367257196404,0.03537448323228788,0.0,0.0
0_19_6,0.9,0.6,0.01099549984249484,0.0,0.0,0.10145906799279043,0.01806856775934418,0.0,0.0
0_19_7,0.9,0.7,0.02779517488041427,0.0,0.0,0.06780564285830418,0.0060732498051031345,0.0,0.006591703334228139
0_19_8,0.9,0.8,0.0,0.0,0.2412606287493297,0.07203188749442034,0.0,0.0,0.0
0_19_9,0.9,0.9,0.0,0.0,0.2412606287493297,0.07203188749442034,0.0,0.0,0.0
0_19_10,0.9,1.0,0.0,0.0,0.2447099438584579,0.07325842209446382,0.0,0.0,0.0
0_20_0,1.0,0.0,0.25768746061751574,0.25768746061751574,0.08276846963807052,0.3470414698619337,0.14851235103411614,0.0,0.0
0_20_1,1.0,0.1,0.11723531023464405,0.18876689705415325,0.010811142362199733,0.3362663877144779,0.12316036108155252,0.0,0.0
0_20_2,1.0,0.2,0.03473443211917419,0.10399990222189794,0.0,0.2508684765111806,0.08659072004475961,0.0,0.0
0_20_3,1.0,0.3,0.0020513174407862434,0.0372885009844349,0.0,0.1809437457078275,0.06141561146667278,0.0,0.0
0_20_4,1.0,0.4,0.0,0.0,0.0,0.160210674564808,0.04338033638172458,0.0,0.0
0_20_5,1.0,0.5,0.03570802458431304,0.0,0.0,0.17427183361203502,0.029428905979337228,0.0,0.0
0_20_6,1.0,0.6,0.006066946063704935,0.0,0.0,0.0986934682663841,0.015187449889717436,0.0,0.0
0_20_7,1.0,0.7,0.02181411230788621,0.0,0.0,0.06627959105189801,0.005737300021397551,0.0,0.0
0_20_8,1.0,0.8,0.0,0.0,0.2412606287493297,0.07203188749442034,0.0,0.0,0.0
0_20_9,1.0,0.9,0.0,0.0,0.2412606287493297,0.07203188749442034,0.0,0.0,0.0
0_20_10,1.0,1.0,0.0,0.0,0.2447099438584579,0.07325842209446382,0.0,0.0,0.0
1_0_0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_1,-1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_2,-1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_3,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_4,-1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_5,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_6,-1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_7,-1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_8,-1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_9,-1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_0_10,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_1,-0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_2,-0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_3,-0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_4,-0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_5,-0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_6,-0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_7,-0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_8,-0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_9,-0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_10,-0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_1,-0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_2,-0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_3,-0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_4,-0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_5,-0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_6,-0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_7,-0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_8,-0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_9,-0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_10,-0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_1,-0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_2,-0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_3,-0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_4,-0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_5,-0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_6,-0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_7,-0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_8,-0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_9,-0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_10,-0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_1,-0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_2,-0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_3,-0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_4,-0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_5,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_6,-0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_7,-0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_8,-0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
