name,agents_average_initial_opinion,technology_success_rate,k_S->Q,k_S->L,k_Q->L,k_Q->B,k_L->Q,k_L->B,k_B->S
1_4_9,-0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_10,-0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_5_0,-0.5,0.0,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_1,-0.5,0.1,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_2,-0.5,0.2,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_3,-0.5,0.3,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_4,-0.5,0.4,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_5,-0.5,0.5,0.14943740488893303,0.14943740488893303,0.0,0.0,0.0,0.0,0.0
1_5_6,-0.5,0.6,0.10751605094434351,0.10751605094434351,0.0,0.0,0.0,0.0,0.0
1_5_7,-0.5,0.7,0.0842164933485993,0.0842164933485993,0.0,0.0,0.0,0.0,0.0
1_5_8,-0.5,0.8,0.09192434512530825,0.09192434512530825,0.0,0.0,0.0,0.0,0.0
1_5_9,-0.5,0.9,0.14233317632770515,0.0,0.18175197551568228,0.018276908208572567,0.0,0.0017285561375015566,0.0005342721326168672
1_5_10,-0.5,1.0,0.20416372629272198,0.001803179908053067,0.2529348574911225,0.03598167445128494,0.0,0.0020703400588069423,0.0005472180256262062
1_6_0,-0.4,0.0,0.2719677262825415,0.3271419986355115,0.004140318447833492,0.2842050181843265,0.0,0.0,0.0
1_6_1,-0.4,0.1,0.2367658968962706,0.29200789246523734,0.004424071841696445,0.25385127763102544,0.0,0.0,0.0
1_6_2,-0.4,0.2,0.2367658968962706,0.29200789246523734,0.004424071841696445,0.25385127763102544,0.0,0.0,0.0
1_6_3,-0.4,0.3,0.2367658968962706,0.29200789246523734,0.004424071841696445,0.25385127763102544,0.0,0.0,0.0
1_6_4,-0.4,0.4,0.18951075310597393,0.2423140139449149,0.005188508692911776,0.2054052856153032,0.0,0.0,0.0
1_6_5,-0.4,0.5,0.10499477214150996,0.14557512129878605,0.007513980382484965,0.13410030535511624,0.0,0.0,0.0
1_6_6,-0.4,0.6,0.05015720410886776,0.0704914139504705,0.01117028601594293,0.10880816890610949,0.0,0.0,0.0
1_6_7,-0.4,0.7,0.041687332373293494,0.05973065432663373,0.01186606260698931,0.09141790525914195,0.0,0.0,0.0
1_6_8,-0.4,0.8,0.04140043181600471,0.007333536297068527,0.10536315855924135,0.009316776501052216,0.00234058845460281,0.0,0.0
1_6_9,-0.4,0.9,0.08896021544918596,0.0,0.16357848365006844,0.0,0.0,0.0,0.0013930898525661105
1_6_10,-0.4,1.0,0.14981419642465482,0.0,0.23890326819403643,0.0,0.0,0.0002778812311852669,0.0014375859695188171
1_7_0,-0.3,0.0,0.2376593386127199,0.21170777867338106,0.0,1.0944027220639845,0.004412621125774717,0.3128742233961547,0.0
1_7_1,-0.3,0.1,0.20653569899490568,0.1931522075586604,0.005460722012890878,0.981363520172615,0.003052100089067018,0.27882937090277915,0.0
1_7_2,-0.3,0.2,0.1538666810758647,0.154305487331639,0.01571133109678547,0.8292807847911662,0.0011662337308541468,0.23244841534125227,0.0
1_7_3,-0.3,0.3,0.11240218388270823,0.12353018913321143,0.029777651619272934,0.6620252508183205,3.1104307742011615e-05,0.18064217119972797,0.0
1_7_4,-0.3,0.4,0.06351169641165348,0.07874813384901402,0.052571109228974434,0.465200564496428,0.0,0.11789413007641517,0.0
1_7_5,-0.3,0.5,0.043695069032795165,0.05614210498504298,0.06376900616342948,0.40620074258510763,0.0,0.09783763897762222,0.0
1_7_6,-0.3,0.6,0.03717021031184004,0.04629852515736593,0.06376040074255043,0.2266934633615322,0.0,0.04276692926934828,0.0
1_7_7,-0.3,0.7,0.022920131150948844,0.007998798631668191,0.10087799128390787,0.33614227040093897,0.0,0.013656310194810969,0.0
1_7_8,-0.3,0.8,0.04261102001596632,0.0,0.06042379019079235,0.0,0.0,0.0015852718938806484,0.004317988618398448
1_7_9,-0.3,0.9,0.14406781019136872,0.0,0.17155237690742983,0.0,0.0,0.0013852997777071014,0.005095955559120199
1_7_10,-0.3,1.0,0.31132973944376235,0.0,0.24588145021181243,0.0,0.0,0.00119530350800723,0.005379418229108172
1_8_0,-0.2,0.0,0.17470187978757593,0.1705814674724682,0.11025997977345435,0.7293427587004436,0.005094627923948668,0.039940824446902654,0.0
1_8_1,-0.2,0.1,0.12647307131044955,0.12508554033166452,0.12626789653276088,0.6603820344045618,0.003979591543104146,0.022007538898810727,0.0
1_8_2,-0.2,0.2,0.08924901918059135,0.08917181334730946,0.17091988969554198,0.5672408036244609,0.002414042855425399,0.016368810086558043,0.0
1_8_3,-0.2,0.3,0.06365785470508784,0.06583827222652751,0.16982939566819463,0.5344286965347288,0.0022026109139248514,0.009049498679173061,0.0
1_8_4,-0.2,0.4,0.04073542436145501,0.03476303956371595,0.11366298561180208,0.4852982023025982,0.001232169736287937,0.0,0.0
1_8_5,-0.2,0.5,0.04916492272443464,0.021460118005746355,0.06217493496217656,0.40701486957983646,0.0061701045052756,0.0,0.0
1_8_6,-0.2,0.6,0.03956078412880489,0.005894704300358136,0.02461310621289298,0.2533711461274626,0.13323937228418753,0.14164375626358358,0.0
1_8_7,-0.2,0.7,0.02201189375499324,0.0,0.022136405817522475,0.13683530341600345,0.09995612217078484,0.005350310462946313,0.0
1_8_8,-0.2,0.8,0.16426901786618112,0.0,0.059671551065616266,0.00653087194985316,0.0,0.0,0.0017772819180230034
1_8_9,-0.2,0.9,0.18312123790685497,0.0,0.14354405161565686,0.0,0.0,0.0,0.0030761036238531395
1_8_10,-0.2,1.0,0.4229583593419054,0.0,0.23194526996917997,0.0,0.0,0.00019525560244053002,0.00463329874049232
1_9_0,-0.1,0.0,0.08142445934288323,0.09160579491618065,0.0,0.7164435088322185,0.2791329071577443,0.23250329274275355,0.0
1_9_1,-0.1,0.1,0.05825926550287706,0.11154712133405971,0.0,0.5757237100774114,0.4321807026195737,0.27373491170708125,0.0
1_9_2,-0.1,0.2,0.023757130073315716,0.07813742180892809,0.0,0.5107413281003798,0.4998919950397667,0.21925027477751172,0.0
1_9_3,-0.1,0.3,0.008279896730856552,0.06866442711463228,0.0,0.4582340126185567,0.552882786561159,0.1828738254860998,0.0
1_9_4,-0.1,0.4,0.0,0.03476573532790024,0.0,0.35292309192575216,0.5346163884704587,0.0,0.0
1_9_5,-0.1,0.5,0.0,0.029230369050681788,0.0,0.22370283596890292,0.5373166978119011,0.0,0.0
1_9_6,-0.1,0.6,0.0140159279700323,0.03776602197316448,0.0012363860107715357,0.15442403019933768,0.3760669871210034,0.0,0.0
1_9_7,-0.1,0.7,0.011382916468567063,0.0013170108595111224,0.0780835440632739,0.050823329077974266,0.5053206101592312,0.0,0.0
1_9_8,-0.1,0.8,0.08602019332669908,0.0,0.08517812338748205,0.017761090435682983,0.00043283188069172566,0.005499736852087885,0.07755862450712175
1_9_9,-0.1,0.9,0.07115433934379732,0.03465236163800927,0.1175562106065324,0.0,0.0,0.00034021291496717516,0.02437414332837473
1_9_10,-0.1,1.0,0.20777345346978493,0.0,0.2419089294196428,0.0,0.0,0.001180532709295528,0.03415071016643341
1_10_0,0.0,0.0,0.1622067176946101,0.16228393680857267,0.24467746906094776,0.5484671025099036,1.299161017038089,0.0,0.0
1_10_1,0.0,0.1,0.0871070237965181,0.09176361253032901,0.23236132365024958,0.4598674595523382,1.196829561628133,0.0,0.0
1_10_2,0.0,0.2,0.04826339443879776,0.09429111296719406,0.1652667532313865,0.3511757532792757,1.0297710275282839,0.0,0.0
1_10_3,0.0,0.3,0.006875713996925683,0.04295187476873041,0.13190414191574887,0.30707264016392544,0.9471554699296915,0.0,0.0
1_10_4,0.0,0.4,0.02883108745259051,0.06920403542450246,0.09030506949179185,0.23382488998712556,0.6620434174999654,0.0,0.0
1_10_5,0.0,0.5,0.0,0.013587091113932647,0.11217079934549722,0.13817341363479624,0.6670735556171514,0.0,0.0
1_10_6,0.0,0.6,0.0,0.009879836359469613,0.09216208271582797,0.07780789329143854,0.46519582234774953,0.0,0.0
1_10_7,0.0,0.7,0.00038584020729115037,0.0,0.06313499230110117,0.03287531653548642,0.19232556587889538,0.0,0.0
1_10_8,0.0,0.8,0.09813919780609212,0.0,0.11843801155705991,0.0,0.008147046168968828,0.004196881608259596,0.04060613856420624
1_10_9,0.0,0.9,0.18767923140201948,0.0,0.2045563265884543,0.0,0.0,0.0,0.5596923861329343
1_10_10,0.0,1.0,0.3689181804078713,0.0,0.24675141931207933,0.0,0.0,0.0,0.4844280049985169
1_11_0,0.1,0.0,0.14085800716757807,0.11850437778934714,0.11305084335857138,0.5300819871095155,0.7623082454021448,0.0,0.0
1_11_1,0.1,0.1,0.10603729337617057,0.06289261781593761,0.11880053455724332,0.4338639206226463,0.6775190657979062,0.0,0.0
1_11_2,0.1,0.2,0.051777770657062405,0.08528622350278398,0.060671983702233936,0.37204109376769906,0.5439138235541318,0.0,0.0
1_11_3,0.1,0.3,0.0,0.07856660109153181,0.0,0.3279476115079068,0.39663639704341913,0.0,0.0
1_11_4,0.1,0.4,0.0,0.0259647606494043,0.0,0.26506994968964864,0.26335825939570673,0.0,0.0
1_11_5,0.1,0.5,0.009641113144677952,0.0,0.09468497033454082,0.2048750264250214,0.29402970670899786,0.0,0.0
1_11_6,0.1,0.6,0.03305431184698843,0.0,0.10745736278631214,0.15545354082748786,0.20296460128496166,0.0,0.0
1_11_7,0.1,0.7,0.0088066891406968,0.014179779234163097,0.13438656239857036,0.01432389150528271,0.07543748153341502,0.041861880840301284,0.0
1_11_8,0.1,0.8,0.06354916945444519,0.013327378755815635,0.0584890319158506,0.00468968172448311,0.0,0.0004531997491064853,0.4718529256595379
1_11_9,0.1,0.9,0.35128562351163256,0.0,0.18228132737987468,0.0,0.0,0.0,0.2627490565924464
1_11_10,0.1,1.0,0.5110537296414985,0.0,0.24340888218821435,0.0,0.0,0.0,0.21302688692597452
1_12_0,0.2,0.0,0.14767625036432702,0.0625220111445954,0.3168852307283665,0.47498585759102496,0.7343812347695778,0.0,0.0
1_12_1,0.2,0.1,0.06155675353565832,0.036179353214320205,0.1477575751357197,0.41424248744191416,0.4708653258632782,0.0,0.0
1_12_2,0.2,0.2,0.04560993550671489,0.0,0.1187619120871726,0.3531759718153142,0.4283740561157398,0.0,0.0
1_12_3,0.2,0.3,0.012109904779486333,0.0,0.1233220815847573,0.2644970143037561,0.4118467344619869,0.0,0.0
1_12_4,0.2,0.4,0.0,0.04710014489901713,0.0011632978496817006,0.18735000060974094,0.22771588151853656,0.0,0.0
1_12_5,0.2,0.5,0.0,0.0,0.06612524351562747,0.1267103975211494,0.21414695335642178,0.0,0.0
1_12_6,0.2,0.6,0.016536735152898014,0.0,0.09063320326060956,0.10245319308240472,0.14900788250412503,0.0,0.0
1_12_7,0.2,0.7,0.009809271136694423,0.0,0.08302928482980675,0.035993919885018,0.04877882429192469,0.008164476945978608,0.0
1_12_8,0.2,0.8,0.15259773907956875,0.07649221064087894,0.10387893823692526,0.0,0.0009911326417971125,0.0,0.023779005672189518
1_12_9,0.2,0.9,0.26285826423665526,0.012516108793737503,0.20557576761892082,0.0,0.0,0.0,0.017128638135632382
1_12_10,0.2,1.0,0.416696042272221,0.13666122828432253,0.2714619277421702,0.0,0.0,0.0,0.02014230832631862
1_13_0,0.3,0.0,0.23495160143352353,0.06332854518094114,0.19657857048539173,0.41929449549738473,0.5469235091851956,0.0,0.0
1_13_1,0.3,0.1,0.06871130784028419,0.03592482230540496,0.05311984398505844,0.3682557387193831,0.3718519337604576,0.0,0.0
1_13_2,0.3,0.2,0.10632014063060681,0.0,0.17336757244800657,0.3114883586899856,0.40438946602464615,0.0,0.0
1_13_3,0.3,0.3,0.0,0.0092386915857045,0.05642214111719558,0.2508998358600361,0.2791145902368143,0.0,0.0
1_13_4,0.3,0.4,0.08158825891054948,0.0,0.1967727835079271,0.20642467164759382,0.3009706945680077,0.0,0.0
1_13_5,0.3,0.5,0.0008884448578449308,0.023592752081427304,0.0,0.1326199946143583,0.09050792902587784,0.0,0.0
1_13_6,0.3,0.6,0.023540928088668457,0.0,0.022200585332439984,0.15000282679005206,0.059580495845315454,0.0,0.0
1_13_7,0.3,0.7,0.03406559937664206,0.0,0.0834061149661368,0.05958196860017106,0.05220564659742403,0.0,0.002469395027840148
1_13_8,0.3,0.8,0.09667455113566077,0.10018936453226107,0.1055600816213018,0.0,0.0005867971225566208,0.0,0.00967912660547306
1_13_9,0.3,0.9,0.13760618450874257,0.1523640156483256,0.18269097793884878,0.0,0.0,0.0,0.0
1_13_10,0.3,1.0,0.1667763493918649,0.12096722960047683,0.2998042521093534,0.0,0.0,0.0,0.0
1_14_0,0.4,0.0,0.07815762017479981,0.028029635684857265,0.16775172247854148,0.37976829921391425,0.4364795854113478,0.0,0.0
1_14_1,0.4,0.1,0.11669254240854565,0.0,0.18437241932901915,0.32759201897574897,0.43555691664290114,0.0,0.0
1_14_2,0.4,0.2,0.0,0.024919730065778852,0.0,0.2734776509610536,0.24599008601037506,0.0,0.0
1_14_3,0.4,0.3,0.0,0.03867954561870238,0.0,0.19585400943717174,0.18738746274577245,0.0,0.0
1_14_4,0.4,0.4,0.0,0.007486060586390673,0.0,0.1570908223783518,0.13657294855081617,0.0,0.0
1_14_5,0.4,0.5,0.0,0.0,0.0,0.12821208415779714,0.07808585406954267,0.0,0.0
1_14_6,0.4,0.6,0.0,0.0,0.0,0.08770162527419179,0.04318086621582011,0.0,0.0
1_14_7,0.4,0.7,0.020584185729380124,0.0,0.05897805278133565,0.05021891504820083,0.03899206266648318,0.0,0.0
1_14_8,0.4,0.8,0.0071793382977228285,0.026952475967639545,0.17132008456170758,0.0,0.0002416121024836219,0.0,0.0
1_14_9,0.4,0.9,0.012030263282131451,0.022402760306031538,0.2349250768101722,0.0,0.0,0.0,0.0
1_14_10,0.4,1.0,0.004330863199086827,0.034444596743077975,0.3819150466270866,0.0,0.00010780349338104443,0.0,0.0
1_15_0,0.5,0.0,0.19225241833481865,0.09686901070448876,0.08366632620725208,0.37767878631273455,0.3350109861005012,0.0,0.0
1_15_1,0.5,0.1,0.006905949711462412,0.020075552475038037,0.0,0.3295277348907696,0.21775529719469602,0.0,0.0
1_15_2,0.5,0.2,0.0,0.024911245988101186,0.0,0.2508715598146486,0.18342957346702343,0.0,0.0
1_15_3,0.5,0.3,0.0,0.009879339560946422,0.0,0.20905905275169392,0.14528851288962433,0.0,0.0
1_15_4,0.5,0.4,0.0,0.0,0.0,0.16745600122233148,0.10555290167557942,0.0,0.0
1_15_5,0.5,0.5,0.013646006176378506,0.006961503068880046,0.0,0.124682232434573,0.06526123129952276,0.0,0.0
1_15_6,0.5,0.6,0.005336442845034149,0.0,0.0,0.11151241728837682,0.03432236587783139,0.0,0.0
1_15_7,0.5,0.7,0.003053196743306534,0.0,0.02270342312327974,0.03171933600921829,0.013631598876500079,0.003087262964092413,0.0
1_15_8,0.5,0.8,0.0,0.0378545798066146,0.2472787030769486,0.0,0.00043768529029670323,0.0,0.0
1_15_9,0.5,0.9,0.003467014237920468,0.033306655756185286,0.2932493752078964,0.0,6.04030156592614e-05,0.0,0.0
1_15_10,0.5,1.0,0.0042345708383900145,0.035808651146118635,0.388791067707264,0.0,4.084195282381824e-05,0.0,0.0
1_16_0,0.6,0.0,0.0017518461202158365,0.07974133437512614,0.0,0.3683396403496044,0.21983753586144547,0.0,0.0
1_16_1,0.6,0.1,0.02456617680084372,0.07371789085338483,0.0,0.29289155069474954,0.18681524327232632,0.0,0.0
1_16_2,0.6,0.2,0.0,0.03440167645611927,0.0,0.2430405476339993,0.14809898346682407,0.0,0.0
1_16_3,0.6,0.3,0.0,0.012428637460415478,0.0,0.20116843859071265,0.10819731667105842,0.0,0.0
1_16_4,0.6,0.4,0.0,0.006470641778962528,0.0,0.14317338048565031,0.0774992178215173,0.0,0.0
1_16_5,0.6,0.5,0.005239375714906621,0.0,0.0,0.1522326644129784,0.05213335611366128,0.0,0.0
1_16_6,0.6,0.6,0.0013943758698674146,0.0,0.0,0.09271315348604363,0.03227503311865386,0.0,0.0
1_16_7,0.6,0.7,0.02785797150622035,0.0,0.025263962555651213,0.07839576227741493,0.014232913781078327,0.0,0.0016384298895726016
1_16_8,0.6,0.8,0.0,0.0,0.25963896143613047,0.01155254765879861,0.0001311880394183969,0.0,0.0
1_16_9,0.6,0.9,0.0,0.0,0.2990536138642644,0.018760058258986398,0.0,0.0,0.0
1_16_10,0.6,1.0,0.0,0.0,0.33946706892679185,0.029122920665157932,0.0,0.0,0.0
1_17_0,0.7,0.0,0.02515984547167598,0.10022001339257129,0.0,0.3497262357916368,0.18069785151784068,0.0,0.0
1_17_1,0.7,0.1,0.0,0.08188595953196141,0.0,0.2748153531443383,0.15634537873356522,0.0,0.0
1_17_2,0.7,0.2,0.0,0.08097694083608008,0.0,0.24243270149395318,0.126073556432462,0.0,0.0
1_17_3,0.7,0.3,0.0,0.04431295323649714,0.0,0.19162375764643033,0.09469051546128829,0.0,0.0
1_17_4,0.7,0.4,0.0,0.007303393905968263,0.0,0.14630591870695073,0.06723625986095566,0.0,0.0
1_17_5,0.7,0.5,0.0,0.0,0.0,0.11927543137996285,0.04180857396309352,0.0,0.0
1_17_6,0.7,0.6,0.014581632061940757,0.0,0.0,0.11672256793867085,0.025290613594920172,0.0,0.0
1_17_7,0.7,0.7,0.018849434404625807,0.0,0.0,0.05792470064692073,0.00783641875600553,0.0,0.0
1_17_8,0.7,0.8,0.0,0.0,0.24879805954297482,0.02704223781274648,0.0,0.0,0.0
1_17_9,0.7,0.9,0.0,0.0,0.27002437729816453,0.0381635806579205,0.0,0.0,0.0
1_17_10,0.7,1.0,0.0,0.0,0.3283201581014626,0.05915382267644141,0.0,0.0,0.0
1_18_0,0.8,0.0,0.032800015008426164,0.09390047655626436,0.0,0.38852098385243433,0.1609860643746479,0.0,0.0
1_18_1,0.8,0.1,0.0,0.10956113385164729,0.0,0.26182813089068496,0.12860923040715522,0.0,0.0
1_18_2,0.8,0.2,0.0,0.0930787963193223,0.0,0.23208598631099267,0.11070237701935647,0.0,0.0
1_18_3,0.8,0.3,0.0,0.052186546104977354,0.0,0.18807232415926267,0.08712936104309936,0.0,0.0
1_18_4,0.8,0.4,0.0,0.03634200296388118,0.0,0.11965870415555073,0.05905124764476099,0.0,0.0
1_18_5,0.8,0.5,0.0,0.0,0.0,0.12339938812658313,0.037516783070679786,0.0,0.0
1_18_6,0.8,0.6,0.0,0.0,0.0,0.06704804076352493,0.02068165984390387,0.0,0.0
1_18_7,0.8,0.7,0.003749978780732645,0.0,0.0,0.042125455530923506,0.007243555109231792,0.0,0.0
1_18_8,0.8,0.8,0.0,0.0,0.2202636955916494,0.05093863349622973,0.0,0.0,0.0
1_18_9,0.8,0.9,0.0,0.0,0.23149210055190764,0.05807246224216051,0.0,0.0,0.0
1_18_10,0.8,1.0,0.0,0.0,0.24712882655304386,0.06386769798839649,0.0,0.0,0.0
1_19_0,0.9,0.0,0.10026530276650021,0.2607809692931531,0.0,0.3045028093394767,0.14655286938940248,0.0,0.0
1_19_1,0.9,0.1,0.04301448069691443,0.23348664935309127,0.0,0.28769475377660936,0.1249960180164297,0.0,0.0
1_19_2,0.9,0.2,0.0,0.05133921526528338,0.0,0.24391528210718585,0.09700867836909274,0.0,0.0
1_19_3,0.9,0.3,0.0,0.040833436473080235,0.0,0.1980139990863162,0.07183872055822085,0.0,0.0
1_19_4,0.9,0.4,0.0,0.023477199412752215,0.0,0.1272594297083832,0.04947504577689857,0.0,0.0
1_19_5,0.9,0.5,0.003996394405842431,0.0,0.0,0.13606124118693722,0.03063582706657327,0.0,0.0
1_19_6,0.9,0.6,0.015361676445407665,0.0,0.0,0.08850726555581155,0.019023445995837614,0.0,0.0
1_19_7,0.9,0.7,0.023239990040705573,0.0,0.0,0.05478681136466061,0.007069365348889205,0.0,0.05644982423000402
1_19_8,0.9,0.8,0.0,0.0,0.2164511587445902,0.06311747259158015,0.0,0.0,0.0
1_19_9,0.9,0.9,0.0,0.0,0.21792120290204575,0.06404913065480168,0.0,0.0,0.0
1_19_10,0.9,1.0,0.0,0.0,0.2447099438584579,0.07325842209446382,0.0,0.0,0.0
1_20_0,1.0,0.0,0.25768746061751574,0.25768746061751574,0.08276846963807052,0.3470414698619337,0.14851235103411614,0.0,0.0
1_20_1,1.0,0.1,0.043291359024447085,0.164979812042634,0.0,0.2624559902261261,0.1076091101405406,0.0,0.0
1_20_2,1.0,0.2,0.0197038741612157,0.03965355752943918,0.0,0.2752227337883128,0.08081480325030345,0.0,0.0
1_20_3,1.0,0.3,0.0,0.0,0.0,0.23051051659467364,0.06061611085365117,0.0,0.0
1_20_4,1.0,0.4,0.0,0.0057395561926880615,0.0,0.154281945128679,0.045468070772112616,0.0,0.0
1_20_5,1.0,0.5,0.0,0.0,0.0,0.11759231763125455,0.028253604666108302,0.0,0.0
1_20_6,1.0,0.6,0.044520205503267116,0.0,0.0,0.12166715966527192,0.01760432662184486,0.0,0.0
1_20_7,1.0,0.7,0.04473734651688942,0.0,0.0,0.05997959855876196,0.0054323238343822996,0.0,0.0036504030321408447
1_20_8,1.0,0.8,0.0,0.0,0.23908924728357397,0.07063468534041653,0.0,0.0,0.0
1_20_9,1.0,0.9,0.0,0.0,0.24072652011852505,0.07167924554073721,0.0,0.0,0.0
1_20_10,1.0,1.0,0.0,0.0,0.2447099438584579,0.07325842209446382,0.0,0.0,0.0
2_0_0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_1,-1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_2,-1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_3,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_4,-1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_5,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_6,-1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_7,-1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_8,-1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_9,-1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_10,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_1,-0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_2,-0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_3,-0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_4,-0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_5,-0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_6,-0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_7,-0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_8,-0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_9,-0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_10,-0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_1,-0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_2,-0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_3,-0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_4,-0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_5,-0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_6,-0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_7,-0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_8,-0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_9,-0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_10,-0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_1,-0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_2,-0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_3,-0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_4,-0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_5,-0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_6,-0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_7,-0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_8,-0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_9,-0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_10,-0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_4_0,-0.6,0.0,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_1,-0.6,0.1,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_2,-0.6,0.2,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_3,-0.6,0.3,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_4,-0.6,0.4,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_5,-0.6,0.5,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_6,-0.6,0.6,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_7,-0.6,0.7,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_8,-0.6,0.8,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_9,-0.6,0.9,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_4_10,-0.6,1.0,0.0040168209253499555,0.0040168209253499555,0.0,0.0,0.0,0.0,0.0
2_5_0,-0.5,0.0,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_1,-0.5,0.1,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_2,-0.5,0.2,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_3,-0.5,0.3,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_4,-0.5,0.4,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_5,-0.5,0.5,0.11798565427006229,0.11798565427006229,0.0,0.0,0.0,0.0,0.0
2_5_6,-0.5,0.6,0.10104539977671134,0.10104539977671134,0.0,0.0,0.0,0.0,0.0
