name,seed,teams_num,agents_average_initial_opinion,technology_success_rate
2_13_1_4,2811363264,20,0.3,0.1
2_13_1_5,2811363264,25,0.3,0.1
2_13_2_0,2811363264,1,0.3,0.2
2_13_2_1,2811363264,5,0.3,0.2
2_13_2_2,2811363264,10,0.3,0.2
2_13_2_3,2811363264,15,0.3,0.2
2_13_2_4,2811363264,20,0.3,0.2
2_13_2_5,2811363264,25,0.3,0.2
2_13_3_0,2811363264,1,0.3,0.3
2_13_3_1,2811363264,5,0.3,0.3
2_13_3_2,2811363264,10,0.3,0.3
2_13_3_3,2811363264,15,0.3,0.3
2_13_3_4,2811363264,20,0.3,0.3
2_13_3_5,2811363264,25,0.3,0.3
2_13_4_0,2811363264,1,0.3,0.4
2_13_4_1,2811363264,5,0.3,0.4
2_13_4_2,2811363264,10,0.3,0.4
2_13_4_3,2811363264,15,0.3,0.4
2_13_4_4,2811363264,20,0.3,0.4
2_13_4_5,2811363264,25,0.3,0.4
2_13_5_0,2811363264,1,0.3,0.5
2_13_5_1,2811363264,5,0.3,0.5
2_13_5_2,2811363264,10,0.3,0.5
2_13_5_3,2811363264,15,0.3,0.5
2_13_5_4,2811363264,20,0.3,0.5
2_13_5_5,2811363264,25,0.3,0.5
2_13_6_0,2811363264,1,0.3,0.6
2_13_6_1,2811363264,5,0.3,0.6
2_13_6_2,2811363264,10,0.3,0.6
2_13_6_3,2811363264,15,0.3,0.6
2_13_6_4,2811363264,20,0.3,0.6
2_13_6_5,2811363264,25,0.3,0.6
2_13_7_0,2811363264,1,0.3,0.7
2_13_7_1,2811363264,5,0.3,0.7
2_13_7_2,2811363264,10,0.3,0.7
2_13_7_3,2811363264,15,0.3,0.7
2_13_7_4,2811363264,20,0.3,0.7
2_13_7_5,2811363264,25,0.3,0.7
2_13_8_0,2811363264,1,0.3,0.8
2_13_8_1,2811363264,5,0.3,0.8
2_13_8_2,2811363264,10,0.3,0.8
2_13_8_3,2811363264,15,0.3,0.8
2_13_8_4,2811363264,20,0.3,0.8
2_13_8_5,2811363264,25,0.3,0.8
2_13_9_0,2811363264,1,0.3,0.9
2_13_9_1,2811363264,5,0.3,0.9
2_13_9_2,2811363264,10,0.3,0.9
2_13_9_3,2811363264,15,0.3,0.9
2_13_9_4,2811363264,20,0.3,0.9
2_13_9_5,2811363264,25,0.3,0.9
2_13_10_0,2811363264,1,0.3,1.0
2_13_10_1,2811363264,5,0.3,1.0
2_13_10_2,2811363264,10,0.3,1.0
2_13_10_3,2811363264,15,0.3,1.0
2_13_10_4,2811363264,20,0.3,1.0
2_13_10_5,2811363264,25,0.3,1.0
2_14_0_0,2811363264,1,0.4,0.0
2_14_0_1,2811363264,5,0.4,0.0
2_14_0_2,2811363264,10,0.4,0.0
2_14_0_3,2811363264,15,0.4,0.0
2_14_0_4,2811363264,20,0.4,0.0
2_14_0_5,2811363264,25,0.4,0.0
2_14_1_0,2811363264,1,0.4,0.1
2_14_1_1,2811363264,5,0.4,0.1
2_14_1_2,2811363264,10,0.4,0.1
2_14_1_3,2811363264,15,0.4,0.1
2_14_1_4,2811363264,20,0.4,0.1
2_14_1_5,2811363264,25,0.4,0.1
2_14_2_0,2811363264,1,0.4,0.2
2_14_2_1,2811363264,5,0.4,0.2
2_14_2_2,2811363264,10,0.4,0.2
2_14_2_3,2811363264,15,0.4,0.2
2_14_2_4,2811363264,20,0.4,0.2
2_14_2_5,2811363264,25,0.4,0.2
2_14_3_0,2811363264,1,0.4,0.3
2_14_3_1,2811363264,5,0.4,0.3
2_14_3_2,2811363264,10,0.4,0.3
2_14_3_3,2811363264,15,0.4,0.3
2_14_3_4,2811363264,20,0.4,0.3
2_14_3_5,2811363264,25,0.4,0.3
2_14_4_0,2811363264,1,0.4,0.4
2_14_4_1,2811363264,5,0.4,0.4
2_14_4_2,2811363264,10,0.4,0.4
2_14_4_3,2811363264,15,0.4,0.4
2_14_4_4,2811363264,20,0.4,0.4
2_14_4_5,2811363264,25,0.4,0.4
2_14_5_0,2811363264,1,0.4,0.5
2_14_5_1,2811363264,5,0.4,0.5
2_14_5_2,2811363264,10,0.4,0.5
2_14_5_3,2811363264,15,0.4,0.5
2_14_5_4,2811363264,20,0.4,0.5
2_14_5_5,2811363264,25,0.4,0.5
2_14_6_0,2811363264,1,0.4,0.6
2_14_6_1,2811363264,5,0.4,0.6
2_14_6_2,2811363264,10,0.4,0.6
2_14_6_3,2811363264,15,0.4,0.6
2_14_6_4,2811363264,20,0.4,0.6
2_14_6_5,2811363264,25,0.4,0.6
2_14_7_0,2811363264,1,0.4,0.7
2_14_7_1,2811363264,5,0.4,0.7
2_14_7_2,2811363264,10,0.4,0.7
2_14_7_3,2811363264,15,0.4,0.7
2_14_7_4,2811363264,20,0.4,0.7
2_14_7_5,2811363264,25,0.4,0.7
2_14_8_0,2811363264,1,0.4,0.8
2_14_8_1,2811363264,5,0.4,0.8
2_14_8_2,2811363264,10,0.4,0.8
2_14_8_3,2811363264,15,0.4,0.8
2_14_8_4,2811363264,20,0.4,0.8
2_14_8_5,2811363264,25,0.4,0.8
2_14_9_0,2811363264,1,0.4,0.9
2_14_9_1,2811363264,5,0.4,0.9
2_14_9_2,2811363264,10,0.4,0.9
2_14_9_3,2811363264,15,0.4,0.9
2_14_9_4,2811363264,20,0.4,0.9
2_14_9_5,2811363264,25,0.4,0.9
2_14_10_0,2811363264,1,0.4,1.0
2_14_10_1,2811363264,5,0.4,1.0
2_14_10_2,2811363264,10,0.4,1.0
2_14_10_3,2811363264,15,0.4,1.0
2_14_10_4,2811363264,20,0.4,1.0
2_14_10_5,2811363264,25,0.4,1.0
2_15_0_0,2811363264,1,0.5,0.0
2_15_0_1,2811363264,5,0.5,0.0
2_15_0_2,2811363264,10,0.5,0.0
2_15_0_3,2811363264,15,0.5,0.0
2_15_0_4,2811363264,20,0.5,0.0
2_15_0_5,2811363264,25,0.5,0.0
2_15_1_0,2811363264,1,0.5,0.1
2_15_1_1,2811363264,5,0.5,0.1
2_15_1_2,2811363264,10,0.5,0.1
2_15_1_3,2811363264,15,0.5,0.1
2_15_1_4,2811363264,20,0.5,0.1
2_15_1_5,2811363264,25,0.5,0.1
2_15_2_0,2811363264,1,0.5,0.2
2_15_2_1,2811363264,5,0.5,0.2
2_15_2_2,2811363264,10,0.5,0.2
2_15_2_3,2811363264,15,0.5,0.2
2_15_2_4,2811363264,20,0.5,0.2
2_15_2_5,2811363264,25,0.5,0.2
2_15_3_0,2811363264,1,0.5,0.3
2_15_3_1,2811363264,5,0.5,0.3
2_15_3_2,2811363264,10,0.5,0.3
2_15_3_3,2811363264,15,0.5,0.3
2_15_3_4,2811363264,20,0.5,0.3
2_15_3_5,2811363264,25,0.5,0.3
2_15_4_0,2811363264,1,0.5,0.4
2_15_4_1,2811363264,5,0.5,0.4
2_15_4_2,2811363264,10,0.5,0.4
2_15_4_3,2811363264,15,0.5,0.4
2_15_4_4,2811363264,20,0.5,0.4
2_15_4_5,2811363264,25,0.5,0.4
2_15_5_0,2811363264,1,0.5,0.5
2_15_5_1,2811363264,5,0.5,0.5
2_15_5_2,2811363264,10,0.5,0.5
2_15_5_3,2811363264,15,0.5,0.5
2_15_5_4,2811363264,20,0.5,0.5
2_15_5_5,2811363264,25,0.5,0.5
2_15_6_0,2811363264,1,0.5,0.6
2_15_6_1,2811363264,5,0.5,0.6
2_15_6_2,2811363264,10,0.5,0.6
2_15_6_3,2811363264,15,0.5,0.6
2_15_6_4,2811363264,20,0.5,0.6
2_15_6_5,2811363264,25,0.5,0.6
2_15_7_0,2811363264,1,0.5,0.7
2_15_7_1,2811363264,5,0.5,0.7
2_15_7_2,2811363264,10,0.5,0.7
2_15_7_3,2811363264,15,0.5,0.7
2_15_7_4,2811363264,20,0.5,0.7
2_15_7_5,2811363264,25,0.5,0.7
2_15_8_0,2811363264,1,0.5,0.8
2_15_8_1,2811363264,5,0.5,0.8
2_15_8_2,2811363264,10,0.5,0.8
2_15_8_3,2811363264,15,0.5,0.8
2_15_8_4,2811363264,20,0.5,0.8
2_15_8_5,2811363264,25,0.5,0.8
2_15_9_0,2811363264,1,0.5,0.9
2_15_9_1,2811363264,5,0.5,0.9
2_15_9_2,2811363264,10,0.5,0.9
2_15_9_3,2811363264,15,0.5,0.9
2_15_9_4,2811363264,20,0.5,0.9
2_15_9_5,2811363264,25,0.5,0.9
2_15_10_0,2811363264,1,0.5,1.0
2_15_10_1,2811363264,5,0.5,1.0
2_15_10_2,2811363264,10,0.5,1.0
2_15_10_3,2811363264,15,0.5,1.0
2_15_10_4,2811363264,20,0.5,1.0
2_15_10_5,2811363264,25,0.5,1.0
2_16_0_0,2811363264,1,0.6,0.0
2_16_0_1,2811363264,5,0.6,0.0
2_16_0_2,2811363264,10,0.6,0.0
2_16_0_3,2811363264,15,0.6,0.0
2_16_0_4,2811363264,20,0.6,0.0
2_16_0_5,2811363264,25,0.6,0.0
2_16_1_0,2811363264,1,0.6,0.1
2_16_1_1,2811363264,5,0.6,0.1
2_16_1_2,2811363264,10,0.6,0.1
2_16_1_3,2811363264,15,0.6,0.1
2_16_1_4,2811363264,20,0.6,0.1
2_16_1_5,2811363264,25,0.6,0.1
2_16_2_0,2811363264,1,0.6,0.2
2_16_2_1,2811363264,5,0.6,0.2
2_16_2_2,2811363264,10,0.6,0.2
2_16_2_3,2811363264,15,0.6,0.2
2_16_2_4,2811363264,20,0.6,0.2
2_16_2_5,2811363264,25,0.6,0.2
2_16_3_0,2811363264,1,0.6,0.3
2_16_3_1,2811363264,5,0.6,0.3
2_16_3_2,2811363264,10,0.6,0.3
2_16_3_3,2811363264,15,0.6,0.3
2_16_3_4,2811363264,20,0.6,0.3
2_16_3_5,2811363264,25,0.6,0.3
2_16_4_0,2811363264,1,0.6,0.4
2_16_4_1,2811363264,5,0.6,0.4
2_16_4_2,2811363264,10,0.6,0.4
2_16_4_3,2811363264,15,0.6,0.4
2_16_4_4,2811363264,20,0.6,0.4
2_16_4_5,2811363264,25,0.6,0.4
2_16_5_0,2811363264,1,0.6,0.5
2_16_5_1,2811363264,5,0.6,0.5
2_16_5_2,2811363264,10,0.6,0.5
2_16_5_3,2811363264,15,0.6,0.5
2_16_5_4,2811363264,20,0.6,0.5
2_16_5_5,2811363264,25,0.6,0.5
2_16_6_0,2811363264,1,0.6,0.6
2_16_6_1,2811363264,5,0.6,0.6
2_16_6_2,2811363264,10,0.6,0.6
2_16_6_3,2811363264,15,0.6,0.6
2_16_6_4,2811363264,20,0.6,0.6
2_16_6_5,2811363264,25,0.6,0.6
2_16_7_0,2811363264,1,0.6,0.7
2_16_7_1,2811363264,5,0.6,0.7
2_16_7_2,2811363264,10,0.6,0.7
2_16_7_3,2811363264,15,0.6,0.7
2_16_7_4,2811363264,20,0.6,0.7
2_16_7_5,2811363264,25,0.6,0.7
2_16_8_0,2811363264,1,0.6,0.8
2_16_8_1,2811363264,5,0.6,0.8
2_16_8_2,2811363264,10,0.6,0.8
2_16_8_3,2811363264,15,0.6,0.8
2_16_8_4,2811363264,20,0.6,0.8
2_16_8_5,2811363264,25,0.6,0.8
2_16_9_0,2811363264,1,0.6,0.9
2_16_9_1,2811363264,5,0.6,0.9
2_16_9_2,2811363264,10,0.6,0.9
2_16_9_3,2811363264,15,0.6,0.9
2_16_9_4,2811363264,20,0.6,0.9
2_16_9_5,2811363264,25,0.6,0.9
2_16_10_0,2811363264,1,0.6,1.0
2_16_10_1,2811363264,5,0.6,1.0
2_16_10_2,2811363264,10,0.6,1.0
2_16_10_3,2811363264,15,0.6,1.0
2_16_10_4,2811363264,20,0.6,1.0
2_16_10_5,2811363264,25,0.6,1.0
2_17_0_0,2811363264,1,0.7,0.0
2_17_0_1,2811363264,5,0.7,0.0
2_17_0_2,2811363264,10,0.7,0.0
2_17_0_3,2811363264,15,0.7,0.0
2_17_0_4,2811363264,20,0.7,0.0
2_17_0_5,2811363264,25,0.7,0.0
2_17_1_0,2811363264,1,0.7,0.1
2_17_1_1,2811363264,5,0.7,0.1
2_17_1_2,2811363264,10,0.7,0.1
2_17_1_3,2811363264,15,0.7,0.1
2_17_1_4,2811363264,20,0.7,0.1
2_17_1_5,2811363264,25,0.7,0.1
2_17_2_0,2811363264,1,0.7,0.2
2_17_2_1,2811363264,5,0.7,0.2
2_17_2_2,2811363264,10,0.7,0.2
2_17_2_3,2811363264,15,0.7,0.2
2_17_2_4,2811363264,20,0.7,0.2
2_17_2_5,2811363264,25,0.7,0.2
2_17_3_0,2811363264,1,0.7,0.3
2_17_3_1,2811363264,5,0.7,0.3
2_17_3_2,2811363264,10,0.7,0.3
2_17_3_3,2811363264,15,0.7,0.3
2_17_3_4,2811363264,20,0.7,0.3
2_17_3_5,2811363264,25,0.7,0.3
2_17_4_0,2811363264,1,0.7,0.4
2_17_4_1,2811363264,5,0.7,0.4
2_17_4_2,2811363264,10,0.7,0.4
2_17_4_3,2811363264,15,0.7,0.4
2_17_4_4,2811363264,20,0.7,0.4
2_17_4_5,2811363264,25,0.7,0.4
2_17_5_0,2811363264,1,0.7,0.5
2_17_5_1,2811363264,5,0.7,0.5
2_17_5_2,2811363264,10,0.7,0.5
2_17_5_3,2811363264,15,0.7,0.5
2_17_5_4,2811363264,20,0.7,0.5
2_17_5_5,2811363264,25,0.7,0.5
2_17_6_0,2811363264,1,0.7,0.6
2_17_6_1,2811363264,5,0.7,0.6
2_17_6_2,2811363264,10,0.7,0.6
2_17_6_3,2811363264,15,0.7,0.6
2_17_6_4,2811363264,20,0.7,0.6
2_17_6_5,2811363264,25,0.7,0.6
2_17_7_0,2811363264,1,0.7,0.7
2_17_7_1,2811363264,5,0.7,0.7
2_17_7_2,2811363264,10,0.7,0.7
2_17_7_3,2811363264,15,0.7,0.7
2_17_7_4,2811363264,20,0.7,0.7
2_17_7_5,2811363264,25,0.7,0.7
2_17_8_0,2811363264,1,0.7,0.8
2_17_8_1,2811363264,5,0.7,0.8
2_17_8_2,2811363264,10,0.7,0.8
2_17_8_3,2811363264,15,0.7,0.8
2_17_8_4,2811363264,20,0.7,0.8
2_17_8_5,2811363264,25,0.7,0.8
2_17_9_0,2811363264,1,0.7,0.9
2_17_9_1,2811363264,5,0.7,0.9
2_17_9_2,2811363264,10,0.7,0.9
2_17_9_3,2811363264,15,0.7,0.9
2_17_9_4,2811363264,20,0.7,0.9
2_17_9_5,2811363264,25,0.7,0.9
2_17_10_0,2811363264,1,0.7,1.0
2_17_10_1,2811363264,5,0.7,1.0
2_17_10_2,2811363264,10,0.7,1.0
2_17_10_3,2811363264,15,0.7,1.0
2_17_10_4,2811363264,20,0.7,1.0
2_17_10_5,2811363264,25,0.7,1.0
2_18_0_0,2811363264,1,0.8,0.0
2_18_0_1,2811363264,5,0.8,0.0
2_18_0_2,2811363264,10,0.8,0.0
2_18_0_3,2811363264,15,0.8,0.0
2_18_0_4,2811363264,20,0.8,0.0
2_18_0_5,2811363264,25,0.8,0.0
2_18_1_0,2811363264,1,0.8,0.1
2_18_1_1,2811363264,5,0.8,0.1
2_18_1_2,2811363264,10,0.8,0.1
2_18_1_3,2811363264,15,0.8,0.1
2_18_1_4,2811363264,20,0.8,0.1
2_18_1_5,2811363264,25,0.8,0.1
2_18_2_0,2811363264,1,0.8,0.2
2_18_2_1,2811363264,5,0.8,0.2
2_18_2_2,2811363264,10,0.8,0.2
2_18_2_3,2811363264,15,0.8,0.2
2_18_2_4,2811363264,20,0.8,0.2
2_18_2_5,2811363264,25,0.8,0.2
2_18_3_0,2811363264,1,0.8,0.3
2_18_3_1,2811363264,5,0.8,0.3
2_18_3_2,2811363264,10,0.8,0.3
2_18_3_3,2811363264,15,0.8,0.3
2_18_3_4,2811363264,20,0.8,0.3
2_18_3_5,2811363264,25,0.8,0.3
2_18_4_0,2811363264,1,0.8,0.4
2_18_4_1,2811363264,5,0.8,0.4
2_18_4_2,2811363264,10,0.8,0.4
2_18_4_3,2811363264,15,0.8,0.4
2_18_4_4,2811363264,20,0.8,0.4
2_18_4_5,2811363264,25,0.8,0.4
2_18_5_0,2811363264,1,0.8,0.5
2_18_5_1,2811363264,5,0.8,0.5
2_18_5_2,2811363264,10,0.8,0.5
2_18_5_3,2811363264,15,0.8,0.5
2_18_5_4,2811363264,20,0.8,0.5
2_18_5_5,2811363264,25,0.8,0.5
2_18_6_0,2811363264,1,0.8,0.6
2_18_6_1,2811363264,5,0.8,0.6
2_18_6_2,2811363264,10,0.8,0.6
2_18_6_3,2811363264,15,0.8,0.6
2_18_6_4,2811363264,20,0.8,0.6
2_18_6_5,2811363264,25,0.8,0.6
2_18_7_0,2811363264,1,0.8,0.7
2_18_7_1,2811363264,5,0.8,0.7
2_18_7_2,2811363264,10,0.8,0.7
2_18_7_3,2811363264,15,0.8,0.7
2_18_7_4,2811363264,20,0.8,0.7
2_18_7_5,2811363264,25,0.8,0.7
2_18_8_0,2811363264,1,0.8,0.8
2_18_8_1,2811363264,5,0.8,0.8
2_18_8_2,2811363264,10,0.8,0.8
2_18_8_3,2811363264,15,0.8,0.8
2_18_8_4,2811363264,20,0.8,0.8
2_18_8_5,2811363264,25,0.8,0.8
2_18_9_0,2811363264,1,0.8,0.9
2_18_9_1,2811363264,5,0.8,0.9
2_18_9_2,2811363264,10,0.8,0.9
2_18_9_3,2811363264,15,0.8,0.9
2_18_9_4,2811363264,20,0.8,0.9
2_18_9_5,2811363264,25,0.8,0.9
2_18_10_0,2811363264,1,0.8,1.0
2_18_10_1,2811363264,5,0.8,1.0
2_18_10_2,2811363264,10,0.8,1.0
2_18_10_3,2811363264,15,0.8,1.0
2_18_10_4,2811363264,20,0.8,1.0
2_18_10_5,2811363264,25,0.8,1.0
2_19_0_0,2811363264,1,0.9,0.0
2_19_0_1,2811363264,5,0.9,0.0
2_19_0_2,2811363264,10,0.9,0.0
2_19_0_3,2811363264,15,0.9,0.0
2_19_0_4,2811363264,20,0.9,0.0
2_19_0_5,2811363264,25,0.9,0.0
2_19_1_0,2811363264,1,0.9,0.1
2_19_1_1,2811363264,5,0.9,0.1
2_19_1_2,2811363264,10,0.9,0.1
2_19_1_3,2811363264,15,0.9,0.1
2_19_1_4,2811363264,20,0.9,0.1
2_19_1_5,2811363264,25,0.9,0.1
2_19_2_0,2811363264,1,0.9,0.2
2_19_2_1,2811363264,5,0.9,0.2
2_19_2_2,2811363264,10,0.9,0.2
2_19_2_3,2811363264,15,0.9,0.2
2_19_2_4,2811363264,20,0.9,0.2
2_19_2_5,2811363264,25,0.9,0.2
2_19_3_0,2811363264,1,0.9,0.3
2_19_3_1,2811363264,5,0.9,0.3
2_19_3_2,2811363264,10,0.9,0.3
2_19_3_3,2811363264,15,0.9,0.3
2_19_3_4,2811363264,20,0.9,0.3
2_19_3_5,2811363264,25,0.9,0.3
2_19_4_0,2811363264,1,0.9,0.4
2_19_4_1,2811363264,5,0.9,0.4
2_19_4_2,2811363264,10,0.9,0.4
2_19_4_3,2811363264,15,0.9,0.4
2_19_4_4,2811363264,20,0.9,0.4
2_19_4_5,2811363264,25,0.9,0.4
2_19_5_0,2811363264,1,0.9,0.5
2_19_5_1,2811363264,5,0.9,0.5
2_19_5_2,2811363264,10,0.9,0.5
2_19_5_3,2811363264,15,0.9,0.5
2_19_5_4,2811363264,20,0.9,0.5
2_19_5_5,2811363264,25,0.9,0.5
2_19_6_0,2811363264,1,0.9,0.6
2_19_6_1,2811363264,5,0.9,0.6
2_19_6_2,2811363264,10,0.9,0.6
2_19_6_3,2811363264,15,0.9,0.6
2_19_6_4,2811363264,20,0.9,0.6
2_19_6_5,2811363264,25,0.9,0.6
2_19_7_0,2811363264,1,0.9,0.7
2_19_7_1,2811363264,5,0.9,0.7
2_19_7_2,2811363264,10,0.9,0.7
2_19_7_3,2811363264,15,0.9,0.7
2_19_7_4,2811363264,20,0.9,0.7
2_19_7_5,2811363264,25,0.9,0.7
2_19_8_0,2811363264,1,0.9,0.8
2_19_8_1,2811363264,5,0.9,0.8
2_19_8_2,2811363264,10,0.9,0.8
2_19_8_3,2811363264,15,0.9,0.8
2_19_8_4,2811363264,20,0.9,0.8
2_19_8_5,2811363264,25,0.9,0.8
2_19_9_0,2811363264,1,0.9,0.9
2_19_9_1,2811363264,5,0.9,0.9
2_19_9_2,2811363264,10,0.9,0.9
2_19_9_3,2811363264,15,0.9,0.9
2_19_9_4,2811363264,20,0.9,0.9
2_19_9_5,2811363264,25,0.9,0.9
2_19_10_0,2811363264,1,0.9,1.0
2_19_10_1,2811363264,5,0.9,1.0
2_19_10_2,2811363264,10,0.9,1.0
2_19_10_3,2811363264,15,0.9,1.0
2_19_10_4,2811363264,20,0.9,1.0
2_19_10_5,2811363264,25,0.9,1.0
2_20_0_0,2811363264,1,1.0,0.0
2_20_0_1,2811363264,5,1.0,0.0
2_20_0_2,2811363264,10,1.0,0.0
2_20_0_3,2811363264,15,1.0,0.0
2_20_0_4,2811363264,20,1.0,0.0
2_20_0_5,2811363264,25,1.0,0.0
2_20_1_0,2811363264,1,1.0,0.1
2_20_1_1,2811363264,5,1.0,0.1
2_20_1_2,2811363264,10,1.0,0.1
2_20_1_3,2811363264,15,1.0,0.1
2_20_1_4,2811363264,20,1.0,0.1
2_20_1_5,2811363264,25,1.0,0.1
2_20_2_0,2811363264,1,1.0,0.2
2_20_2_1,2811363264,5,1.0,0.2
2_20_2_2,2811363264,10,1.0,0.2
2_20_2_3,2811363264,15,1.0,0.2
2_20_2_4,2811363264,20,1.0,0.2
2_20_2_5,2811363264,25,1.0,0.2
2_20_3_0,2811363264,1,1.0,0.3
2_20_3_1,2811363264,5,1.0,0.3
2_20_3_2,2811363264,10,1.0,0.3
2_20_3_3,2811363264,15,1.0,0.3
2_20_3_4,2811363264,20,1.0,0.3
2_20_3_5,2811363264,25,1.0,0.3
2_20_4_0,2811363264,1,1.0,0.4
2_20_4_1,2811363264,5,1.0,0.4
2_20_4_2,2811363264,10,1.0,0.4
2_20_4_3,2811363264,15,1.0,0.4
2_20_4_4,2811363264,20,1.0,0.4
2_20_4_5,2811363264,25,1.0,0.4
2_20_5_0,2811363264,1,1.0,0.5
2_20_5_1,2811363264,5,1.0,0.5
2_20_5_2,2811363264,10,1.0,0.5
2_20_5_3,2811363264,15,1.0,0.5
2_20_5_4,2811363264,20,1.0,0.5
2_20_5_5,2811363264,25,1.0,0.5
2_20_6_0,2811363264,1,1.0,0.6
2_20_6_1,2811363264,5,1.0,0.6
2_20_6_2,2811363264,10,1.0,0.6
2_20_6_3,2811363264,15,1.0,0.6
2_20_6_4,2811363264,20,1.0,0.6
2_20_6_5,2811363264,25,1.0,0.6
2_20_7_0,2811363264,1,1.0,0.7
2_20_7_1,2811363264,5,1.0,0.7
2_20_7_2,2811363264,10,1.0,0.7
2_20_7_3,2811363264,15,1.0,0.7
2_20_7_4,2811363264,20,1.0,0.7
2_20_7_5,2811363264,25,1.0,0.7
2_20_8_0,2811363264,1,1.0,0.8
2_20_8_1,2811363264,5,1.0,0.8
2_20_8_2,2811363264,10,1.0,0.8
2_20_8_3,2811363264,15,1.0,0.8
2_20_8_4,2811363264,20,1.0,0.8
2_20_8_5,2811363264,25,1.0,0.8
2_20_9_0,2811363264,1,1.0,0.9
2_20_9_1,2811363264,5,1.0,0.9
2_20_9_2,2811363264,10,1.0,0.9
2_20_9_3,2811363264,15,1.0,0.9
2_20_9_4,2811363264,20,1.0,0.9
2_20_9_5,2811363264,25,1.0,0.9
2_20_10_0,2811363264,1,1.0,1.0
2_20_10_1,2811363264,5,1.0,1.0
2_20_10_2,2811363264,10,1.0,1.0
2_20_10_3,2811363264,15,1.0,1.0
2_20_10_4,2811363264,20,1.0,1.0
2_20_10_5,2811363264,25,1.0,1.0
3_0_0_0,1884968544,1,-1.0,0.0
3_0_0_1,1884968544,5,-1.0,0.0
3_0_0_2,1884968544,10,-1.0,0.0
3_0_0_3,1884968544,15,-1.0,0.0
3_0_0_4,1884968544,20,-1.0,0.0
3_0_0_5,1884968544,25,-1.0,0.0
3_0_1_0,1884968544,1,-1.0,0.1
3_0_1_1,1884968544,5,-1.0,0.1
3_0_1_2,1884968544,10,-1.0,0.1
3_0_1_3,1884968544,15,-1.0,0.1
3_0_1_4,1884968544,20,-1.0,0.1
3_0_1_5,1884968544,25,-1.0,0.1
3_0_2_0,1884968544,1,-1.0,0.2
3_0_2_1,1884968544,5,-1.0,0.2
3_0_2_2,1884968544,10,-1.0,0.2
3_0_2_3,1884968544,15,-1.0,0.2
3_0_2_4,1884968544,20,-1.0,0.2
3_0_2_5,1884968544,25,-1.0,0.2
3_0_3_0,1884968544,1,-1.0,0.3
3_0_3_1,1884968544,5,-1.0,0.3
3_0_3_2,1884968544,10,-1.0,0.3
3_0_3_3,1884968544,15,-1.0,0.3
3_0_3_4,1884968544,20,-1.0,0.3
3_0_3_5,1884968544,25,-1.0,0.3
3_0_4_0,1884968544,1,-1.0,0.4
3_0_4_1,1884968544,5,-1.0,0.4
3_0_4_2,1884968544,10,-1.0,0.4
3_0_4_3,1884968544,15,-1.0,0.4
3_0_4_4,1884968544,20,-1.0,0.4
3_0_4_5,1884968544,25,-1.0,0.4
3_0_5_0,1884968544,1,-1.0,0.5
3_0_5_1,1884968544,5,-1.0,0.5
3_0_5_2,1884968544,10,-1.0,0.5
3_0_5_3,1884968544,15,-1.0,0.5
3_0_5_4,1884968544,20,-1.0,0.5
3_0_5_5,1884968544,25,-1.0,0.5
3_0_6_0,1884968544,1,-1.0,0.6
3_0_6_1,1884968544,5,-1.0,0.6
3_0_6_2,1884968544,10,-1.0,0.6
3_0_6_3,1884968544,15,-1.0,0.6
3_0_6_4,1884968544,20,-1.0,0.6
3_0_6_5,1884968544,25,-1.0,0.6
3_0_7_0,1884968544,1,-1.0,0.7
3_0_7_1,1884968544,5,-1.0,0.7
3_0_7_2,1884968544,10,-1.0,0.7
3_0_7_3,1884968544,15,-1.0,0.7
3_0_7_4,1884968544,20,-1.0,0.7
3_0_7_5,1884968544,25,-1.0,0.7
3_0_8_0,1884968544,1,-1.0,0.8
3_0_8_1,1884968544,5,-1.0,0.8
3_0_8_2,1884968544,10,-1.0,0.8
3_0_8_3,1884968544,15,-1.0,0.8
3_0_8_4,1884968544,20,-1.0,0.8
3_0_8_5,1884968544,25,-1.0,0.8
3_0_9_0,1884968544,1,-1.0,0.9
3_0_9_1,1884968544,5,-1.0,0.9
3_0_9_2,1884968544,10,-1.0,0.9
3_0_9_3,1884968544,15,-1.0,0.9
3_0_9_4,1884968544,20,-1.0,0.9
3_0_9_5,1884968544,25,-1.0,0.9
3_0_10_0,1884968544,1,-1.0,1.0
3_0_10_1,1884968544,5,-1.0,1.0
3_0_10_2,1884968544,10,-1.0,1.0
3_0_10_3,1884968544,15,-1.0,1.0
3_0_10_4,1884968544,20,-1.0,1.0
3_0_10_5,1884968544,25,-1.0,1.0
3_1_0_0,1884968544,1,-0.9,0.0
3_1_0_1,1884968544,5,-0.9,0.0
3_1_0_2,1884968544,10,-0.9,0.0
3_1_0_3,1884968544,15,-0.9,0.0
3_1_0_4,1884968544,20,-0.9,0.0
3_1_0_5,1884968544,25,-0.9,0.0
3_1_1_0,1884968544,1,-0.9,0.1
3_1_1_1,1884968544,5,-0.9,0.1
3_1_1_2,1884968544,10,-0.9,0.1
3_1_1_3,1884968544,15,-0.9,0.1
3_1_1_4,1884968544,20,-0.9,0.1
3_1_1_5,1884968544,25,-0.9,0.1
3_1_2_0,1884968544,1,-0.9,0.2
3_1_2_1,1884968544,5,-0.9,0.2
3_1_2_2,1884968544,10,-0.9,0.2
3_1_2_3,1884968544,15,-0.9,0.2
3_1_2_4,1884968544,20,-0.9,0.2
3_1_2_5,1884968544,25,-0.9,0.2
3_1_3_0,1884968544,1,-0.9,0.3
