name,agents_average_initial_opinion,technology_success_rate,final_adaption
1_5_0,-0.5,0.0,0.019164346047521475
2_5_0,-0.5,0.0,0.007293891914656049
3_5_0,-0.5,0.0,0.0
4_5_0,-0.5,0.0,0.005500156422598179
0_5_1,-0.5,0.1,0.019164346047521475
1_5_1,-0.5,0.1,0.019164346047521475
2_5_1,-0.5,0.1,0.007293891914656049
3_5_1,-0.5,0.1,0.0
4_5_1,-0.5,0.1,0.005500156422598179
0_5_2,-0.5,0.2,0.019164346047521475
1_5_2,-0.5,0.2,0.019164346047521475
2_5_2,-0.5,0.2,0.007293891914656049
3_5_2,-0.5,0.2,0.0
4_5_2,-0.5,0.2,0.005500156422598179
0_5_3,-0.5,0.3,0.019164346047521475
1_5_3,-0.5,0.3,0.019164346047521475
2_5_3,-0.5,0.3,0.007293891914656049
3_5_3,-0.5,0.3,0.0
4_5_3,-0.5,0.3,0.005500156422598179
0_5_4,-0.5,0.4,0.019164346047521475
1_5_4,-0.5,0.4,0.019164346047521475
2_5_4,-0.5,0.4,0.007293891914656049
3_5_4,-0.5,0.4,0.0
4_5_4,-0.5,0.4,0.005500156422598179
0_5_5,-0.5,0.5,0.019164346047521475
1_5_5,-0.5,0.5,0.019164346047521475
2_5_5,-0.5,0.5,0.007293891914656049
3_5_5,-0.5,0.5,0.0
4_5_5,-0.5,0.5,0.005500156422598179
0_5_6,-0.5,0.6,0.019164346047521475
1_5_6,-0.5,0.6,0.019164346047521475
2_5_6,-0.5,0.6,0.007293891914656049
3_5_6,-0.5,0.6,0.0
4_5_6,-0.5,0.6,0.005500156422598179
0_5_7,-0.5,0.7,0.019164346047521475
1_5_7,-0.5,0.7,0.019164346047521475
2_5_7,-0.5,0.7,0.007293891914656049
3_5_7,-0.5,0.7,0.0
4_5_7,-0.5,0.7,0.005500156422598179
0_5_8,-0.5,0.8,0.019164346047521475
1_5_8,-0.5,0.8,0.019164346047521475
2_5_8,-0.5,0.8,0.007293891914656049
3_5_8,-0.5,0.8,0.0
4_5_8,-0.5,0.8,0.005500156422598179
0_5_9,-0.5,0.9,0.019164346047521475
1_5_9,-0.5,0.9,0.019164346047521475
2_5_9,-0.5,0.9,0.007293891914656049
3_5_9,-0.5,0.9,0.0
4_5_9,-0.5,0.9,0.005500156422598179
0_5_10,-0.5,1.0,0.019164346047521475
1_5_10,-0.5,1.0,0.019164346047521475
2_5_10,-0.5,1.0,0.007293891914656049
3_5_10,-0.5,1.0,0.0
4_5_10,-0.5,1.0,0.005500156422598179
0_6_0,-0.4,0.0,0.05700894180909354
1_6_0,-0.4,0.0,0.10247241689803172
2_6_0,-0.4,0.0,0.07318960596032104
3_6_0,-0.4,0.0,0.019164346047521475
4_6_0,-0.4,0.0,0.03999983317084023
0_6_1,-0.4,0.1,0.05700894180909354
1_6_1,-0.4,0.1,0.10247241689803172
2_6_1,-0.4,0.1,0.07318960596032104
3_6_1,-0.4,0.1,0.019164346047521475
4_6_1,-0.4,0.1,0.03999983317084023
0_6_2,-0.4,0.2,0.05700894180909354
1_6_2,-0.4,0.2,0.10247241689803172
2_6_2,-0.4,0.2,0.07318960596032104
3_6_2,-0.4,0.2,0.019164346047521475
4_6_2,-0.4,0.2,0.03999983317084023
0_6_3,-0.4,0.3,0.05700894180909354
1_6_3,-0.4,0.3,0.10247241689803172
2_6_3,-0.4,0.3,0.07318960596032104
3_6_3,-0.4,0.3,0.019164346047521475
4_6_3,-0.4,0.3,0.03999983317084023
0_6_4,-0.4,0.4,0.05700894180909354
1_6_4,-0.4,0.4,0.10247241689803172
2_6_4,-0.4,0.4,0.07318960596032104
3_6_4,-0.4,0.4,0.019164346047521475
4_6_4,-0.4,0.4,0.03999983317084023
0_6_5,-0.4,0.5,0.05700894180909354
1_6_5,-0.4,0.5,0.10289774891345124
2_6_5,-0.4,0.5,0.07318960596032104
3_6_5,-0.4,0.5,0.019164346047521475
4_6_5,-0.4,0.5,0.03999983317084023
0_6_6,-0.4,0.6,0.05700894180909354
1_6_6,-0.4,0.6,0.10381861495517329
2_6_6,-0.4,0.6,0.07318960596032104
3_6_6,-0.4,0.6,0.019164346047521475
4_6_6,-0.4,0.6,0.03999983317084023
0_6_7,-0.4,0.7,0.05700894180909354
1_6_7,-0.4,0.7,0.10430750125490577
2_6_7,-0.4,0.7,0.07428755038566523
3_6_7,-0.4,0.7,0.019164346047521475
4_6_7,-0.4,0.7,0.03999983317084023
0_6_8,-0.4,0.8,0.05700894180909354
1_6_8,-0.4,0.8,0.10480988428053199
2_6_8,-0.4,0.8,0.07428755038566523
3_6_8,-0.4,0.8,0.019164346047521475
4_6_8,-0.4,0.8,0.03999983317084023
0_6_9,-0.4,0.9,0.05866658441124983
1_6_9,-0.4,0.9,0.10493027181052353
2_6_9,-0.4,0.9,0.07428755038566523
3_6_9,-0.4,0.9,0.019164346047521475
4_6_9,-0.4,0.9,0.03999983317084023
0_6_10,-0.4,1.0,0.05866658441124983
1_6_10,-0.4,1.0,0.2309433304205918
2_6_10,-0.4,1.0,0.07428755038566523
3_6_10,-0.4,1.0,0.019164346047521475
4_6_10,-0.4,1.0,0.03999983317084023
0_7_0,-0.3,0.0,0.13317223012463617
1_7_0,-0.3,0.0,0.17557408711504036
2_7_0,-0.3,0.0,0.14004661189577555
3_7_0,-0.3,0.0,0.11999999999999998
4_7_0,-0.3,0.0,0.10247241689803172
0_7_1,-0.3,0.1,0.13317223012463617
1_7_1,-0.3,0.1,0.19119876431369257
2_7_1,-0.3,0.1,0.14004661189577555
3_7_1,-0.3,0.1,0.11999999999999998
4_7_1,-0.3,0.1,0.10247241689803172
0_7_2,-0.3,0.2,0.13317223012463617
1_7_2,-0.3,0.2,0.19119876431369257
2_7_2,-0.3,0.2,0.15505217087898232
3_7_2,-0.3,0.2,0.11999999999999998
4_7_2,-0.3,0.2,0.10247241689803172
0_7_3,-0.3,0.3,0.13317223012463617
1_7_3,-0.3,0.3,0.20976874837647852
2_7_3,-0.3,0.3,0.16270570814350108
3_7_3,-0.3,0.3,0.11999999999999998
4_7_3,-0.3,0.3,0.10247241689803172
0_7_4,-0.3,0.4,0.15467057611147073
1_7_4,-0.3,0.4,0.22294298799511297
2_7_4,-0.3,0.4,0.17187860344524683
3_7_4,-0.3,0.4,0.11999999999999998
4_7_4,-0.3,0.4,0.10289774891345124
0_7_5,-0.3,0.5,0.16143984351847604
1_7_5,-0.3,0.5,0.25169673306470364
2_7_5,-0.3,0.5,0.18152607363025686
3_7_5,-0.3,0.5,0.11999999999999998
4_7_5,-0.3,0.5,0.10661352869204713
0_7_6,-0.3,0.6,0.16784641623977042
1_7_6,-0.3,0.6,0.2635507090492984
2_7_6,-0.3,0.6,0.27999988988975855
3_7_6,-0.3,0.6,0.11999999999999998
4_7_6,-0.3,0.6,0.10719881845667305
0_7_7,-0.3,0.7,0.1637836985313612
1_7_7,-0.3,0.7,0.28265811475170594
2_7_7,-0.3,0.7,0.27747323165945853
3_7_7,-0.3,0.7,0.11999999999999998
4_7_7,-0.3,0.7,0.10960794732242901
0_7_8,-0.3,0.8,0.2599987319698814
1_7_8,-0.3,0.8,0.39990502573747017
2_7_8,-0.3,0.8,0.3778818858011727
3_7_8,-0.3,0.8,0.11999999999999998
4_7_8,-0.3,0.8,0.21043681240505713
0_7_9,-0.3,0.9,0.2512864009538643
1_7_9,-0.3,0.9,0.6131588196808809
2_7_9,-0.3,0.9,0.38046793974030796
3_7_9,-0.3,0.9,0.2013832860439717
4_7_9,-0.3,0.9,0.20862273329939132
0_7_10,-0.3,1.0,0.25999999999933465
1_7_10,-0.3,1.0,0.6251054660763741
2_7_10,-0.3,1.0,0.420701097894487
3_7_10,-0.3,1.0,0.20065433355245796
4_7_10,-0.3,1.0,0.2001289182903978
0_8_0,-0.2,0.0,2.6707894633063785e-23
1_8_0,-0.2,0.0,8.442840217567957e-20
2_8_0,-0.2,0.0,5.929706230926278e-18
3_8_0,-0.2,0.0,0.1433835836585471
4_8_0,-0.2,0.0,1.0575534833284046e-10
0_8_1,-0.2,0.1,1.7728354651964598e-20
1_8_1,-0.2,0.1,5.305789479227527e-15
2_8_1,-0.2,0.1,2.278139470170302e-13
3_8_1,-0.2,0.1,0.1433835836585471
4_8_1,-0.2,0.1,1.9779721030971354e-10
0_8_2,-0.2,0.2,6.837315801667934e-20
1_8_2,-0.2,0.2,4.1421149764341396e-11
2_8_2,-0.2,0.2,9.171680163159938e-11
3_8_2,-0.2,0.2,0.1447063100988837
4_8_2,-0.2,0.2,7.57783019698881e-09
0_8_3,-0.2,0.3,1.5923033131078068e-14
1_8_3,-0.2,0.3,3.764633143534785e-09
2_8_3,-0.2,0.3,4.732614890845133e-08
3_8_3,-0.2,0.3,0.146824627809161
4_8_3,-0.2,0.3,2.209238111025752e-07
0_8_4,-0.2,0.4,1.1831280655512691e-09
1_8_4,-0.2,0.4,3.4648332614130416e-05
2_8_4,-0.2,0.4,2.0915495114861471e-07
3_8_4,-0.2,0.4,0.14846162219000367
4_8_4,-0.2,0.4,7.657545236470249e-06
0_8_5,-0.2,0.5,3.0703996642794077e-06
1_8_5,-0.2,0.5,0.001990971141834143
2_8_5,-0.2,0.5,4.497080725202634e-06
3_8_5,-0.2,0.5,0.15543212278066754
4_8_5,-0.2,0.5,0.00040333846653559726
0_8_6,-0.2,0.6,0.0004775458741824799
1_8_6,-0.2,0.6,0.024195865012891525
2_8_6,-0.2,0.6,2.758041227912696e-05
3_8_6,-0.2,0.6,0.1617338911235944
4_8_6,-0.2,0.6,0.0036247446895197773
0_8_7,-0.2,0.7,0.0014605159856102728
1_8_7,-0.2,0.7,0.12890546612098547
2_8_7,-0.2,0.7,0.004175373693499759
3_8_7,-0.2,0.7,0.1659324472653904
4_8_7,-0.2,0.7,0.059540868061611664
0_8_8,-0.2,0.8,0.5840978076904679
1_8_8,-0.2,0.8,0.8301738909595464
2_8_8,-0.2,0.8,0.46891223946548194
3_8_8,-0.2,0.8,0.2728040373488546
4_8_8,-0.2,0.8,0.39916355725052843
0_8_9,-0.2,0.9,0.5805042948579204
1_8_9,-0.2,0.9,0.8724692582231973
2_8_9,-0.2,0.9,0.47843164741211797
3_8_9,-0.2,0.9,0.2799999997903764
4_8_9,-0.2,0.9,0.3999999995293095
0_8_10,-0.2,1.0,0.8745302121249908
1_8_10,-0.2,1.0,0.8698147889938811
2_8_10,-0.2,1.0,0.454155907310452
3_8_10,-0.2,1.0,0.2690246154612245
4_8_10,-0.2,1.0,0.39999999998267455
0_9_0,-0.1,0.0,2.824778325945016e-20
1_9_0,-0.1,0.0,9.204924091230866e-15
2_9_0,-0.1,0.0,2.289095546748399e-19
3_9_0,-0.1,0.0,9.518326788002528e-17
4_9_0,-0.1,0.0,5.517533284134554e-20
0_9_1,-0.1,0.1,8.618886009212661e-12
1_9_1,-0.1,0.1,4.2394505870824786e-10
2_9_1,-0.1,0.1,1.726688309414423e-14
3_9_1,-0.1,0.1,2.9655181239102885e-16
4_9_1,-0.1,0.1,4.13880768733393e-18
0_9_2,-0.1,0.2,9.493435132408942e-15
1_9_2,-0.1,0.2,2.552348076286663e-09
2_9_2,-0.1,0.2,2.267843559006122e-11
3_9_2,-0.1,0.2,3.923164340484652e-16
4_9_2,-0.1,0.2,5.600481855068085e-15
0_9_3,-0.1,0.3,2.570023188283149e-12
1_9_3,-0.1,0.3,8.609315751638147e-07
2_9_3,-0.1,0.3,1.2770101212472748e-07
3_9_3,-0.1,0.3,7.590831782362781e-11
4_9_3,-0.1,0.3,3.8755619950131026e-10
0_9_4,-0.1,0.4,5.621727155288542e-10
1_9_4,-0.1,0.4,0.00011915919237969914
2_9_4,-0.1,0.4,2.0918684985567458e-07
3_9_4,-0.1,0.4,1.3221724538628092e-07
4_9_4,-0.1,0.4,1.8372914497447836e-08
0_9_5,-0.1,0.5,0.00026740446095198454
1_9_5,-0.1,0.5,0.0011541021016180442
2_9_5,-0.1,0.5,0.0002798924917275812
3_9_5,-0.1,0.5,0.0004719531876440251
4_9_5,-0.1,0.5,1.7018756949660392e-07
0_9_6,-0.1,0.6,7.910886815348708e-06
1_9_6,-0.1,0.6,0.006617418854639557
2_9_6,-0.1,0.6,0.0012057314805261302
3_9_6,-0.1,0.6,0.009255415255235452
4_9_6,-0.1,0.6,0.0003218565351987406
0_9_7,-0.1,0.7,0.01665177312696446
1_9_7,-0.1,0.7,0.02151556971509868
2_9_7,-0.1,0.7,0.00557477790051616
3_9_7,-0.1,0.7,0.40279739705477907
4_9_7,-0.1,0.7,0.005450340341738824
0_9_8,-0.1,0.8,0.8142419646428959
1_9_8,-0.1,0.8,0.810585901105274
2_9_8,-0.1,0.8,0.9807047694515211
3_9_8,-0.1,0.8,0.6056076910962119
4_9_8,-0.1,0.8,0.6299945512817268
0_9_9,-0.1,0.9,0.8504073938402461
1_9_9,-0.1,0.9,0.8162195655932891
2_9_9,-0.1,0.9,0.9999996492552967
3_9_9,-0.1,0.9,0.8768220809377522
4_9_9,-0.1,0.9,0.6007894481064756
0_9_10,-0.1,1.0,0.863376912307846
1_9_10,-0.1,1.0,0.7908235086210265
2_9_10,-0.1,1.0,0.9999999999996999
3_9_10,-0.1,1.0,0.8793188448171412
4_9_10,-0.1,1.0,0.8540947290859816
0_10_0,0.0,0.0,4.0658963039030643e-13
1_10_0,0.0,0.0,1.6168120594437553e-10
2_10_0,0.0,0.0,1.4028643011938104e-11
3_10_0,0.0,0.0,7.881872746175183e-24
4_10_0,0.0,0.0,4.836194134976924e-12
0_10_1,0.0,0.1,1.3741072792720479e-11
1_10_1,0.0,0.1,4.2900326309562263e-07
2_10_1,0.0,0.1,4.487884170233019e-12
3_10_1,0.0,0.1,2.9878341241922435e-17
4_10_1,0.0,0.1,8.546654959806185e-11
0_10_2,0.0,0.2,3.7164336103287094e-07
1_10_2,0.0,0.2,3.489160908020233e-08
2_10_2,0.0,0.2,2.0909208228164565e-09
3_10_2,0.0,0.2,1.9719284731925716e-12
4_10_2,0.0,0.2,1.7692701416085565e-08
0_10_3,0.0,0.3,1.0341752420783383e-07
1_10_3,0.0,0.3,1.8139785591541453e-06
2_10_3,0.0,0.3,2.6681113540017764e-08
3_10_3,0.0,0.3,6.098639035892506e-10
4_10_3,0.0,0.3,2.397262593008952e-07
0_10_4,0.0,0.4,2.9741462483161592e-05
1_10_4,0.0,0.4,0.0012015541644849709
2_10_4,0.0,0.4,8.448418492457026e-08
3_10_4,0.0,0.4,1.0594575683993404e-08
4_10_4,0.0,0.4,2.323869667167308e-05
0_10_5,0.0,0.5,0.0005005473557849244
1_10_5,0.0,0.5,0.0013370869933304178
2_10_5,0.0,0.5,5.1722103797657155e-09
3_10_5,0.0,0.5,1.3361447820768532e-06
4_10_5,0.0,0.5,0.0030241423545855797
0_10_6,0.0,0.6,0.0011188912651608068
1_10_6,0.0,0.6,0.0057289333740052776
2_10_6,0.0,0.6,0.0002700086420775737
3_10_6,0.0,0.6,0.0014768590084257229
4_10_6,0.0,0.6,0.0002532483337656229
0_10_7,0.0,0.7,0.04637334211830907
1_10_7,0.0,0.7,0.029684207618072608
2_10_7,0.0,0.7,0.022023999413382976
3_10_7,0.0,0.7,0.01747307338227391
4_10_7,0.0,0.7,0.022234509935512993
0_10_8,0.0,0.8,0.9999673543955806
1_10_8,0.0,0.8,0.9990757479830586
2_10_8,0.0,0.8,0.9997224891156852
3_10_8,0.0,0.8,0.9999753072247974
4_10_8,0.0,0.8,0.9974952864328516
0_10_9,0.0,0.9,0.9999999999772624
1_10_9,0.0,0.9,0.9999999999968483
2_10_9,0.0,0.9,0.9999999999997804
3_10_9,0.0,0.9,0.9999999996932
4_10_9,0.0,0.9,0.9999999882596375
0_10_10,0.0,1.0,1.0
1_10_10,0.0,1.0,1.0
2_10_10,0.0,1.0,1.0
3_10_10,0.0,1.0,1.0
4_10_10,0.0,1.0,1.0
0_11_0,0.1,0.0,3.2487788132461023e-06
1_11_0,0.1,0.0,4.1248414861469897e-07
2_11_0,0.1,0.0,1.0875806755049808e-09
3_11_0,0.1,0.0,1.73127480671251e-14
4_11_0,0.1,0.0,4.6150670211286126e-11
0_11_1,0.1,0.1,1.096488102067289e-11
1_11_1,0.1,0.1,6.174931628437844e-07
2_11_1,0.1,0.1,4.06127122209207e-06
3_11_1,0.1,0.1,8.581201725515756e-13
4_11_1,0.1,0.1,3.885308488775596e-07
0_11_2,0.1,0.2,1.3227355741164288e-08
1_11_2,0.1,0.2,3.1941632473507945e-05
2_11_2,0.1,0.2,6.332510009959494e-07
3_11_2,0.1,0.2,1.2496593648029473e-09
4_11_2,0.1,0.2,5.862982750977404e-10
0_11_3,0.1,0.3,1.5758082874245233e-06
1_11_3,0.1,0.3,0.00017836670839304215
2_11_3,0.1,0.3,4.439845161124059e-06
3_11_3,0.1,0.3,5.69282205890128e-07
4_11_3,0.1,0.3,1.068484526200199e-06
0_11_4,0.1,0.4,0.0001272489198730278
1_11_4,0.1,0.4,0.0005059286737454926
