name,agents_average_initial_opinion,technology_success_rate,final_adaption
1_10_9,0.0,0.9,0.7990066329962742
2_10_9,0.0,0.9,0.799251902796896
3_10_9,0.0,0.9,0.7200894745170379
4_10_9,0.0,0.9,0.7518244998916674
0_10_10,0.0,1.0,0.7355033997760976
1_10_10,0.0,1.0,0.8884141587153337
2_10_10,0.0,1.0,0.7899318707865871
3_10_10,0.0,1.0,0.741396609808279
4_10_10,0.0,1.0,0.7964294953254477
0_11_0,0.1,0.0,2.9033154307554955e-08
1_11_0,0.1,0.0,6.486772354197297e-11
2_11_0,0.1,0.0,1.2209897308722038e-07
3_11_0,0.1,0.0,0.00016384360599967733
4_11_0,0.1,0.0,2.011396123359789e-05
0_11_1,0.1,0.1,1.3670659565033964e-07
1_11_1,0.1,0.1,1.0238680743830377e-08
2_11_1,0.1,0.1,6.654713077388317e-07
3_11_1,0.1,0.1,0.00017024139885183607
4_11_1,0.1,0.1,0.0001890560509569638
0_11_2,0.1,0.2,0.0007149976843488411
1_11_2,0.1,0.2,8.797578854971e-09
2_11_2,0.1,0.2,8.152838874513042e-06
3_11_2,0.1,0.2,1.3726304498256235e-07
4_11_2,0.1,0.2,6.991066831377921e-05
0_11_3,0.1,0.3,0.00026791292887647967
1_11_3,0.1,0.3,1.1254551839841037e-07
2_11_3,0.1,0.3,3.0121325010698928e-05
3_11_3,0.1,0.3,9.149828199798852e-05
4_11_3,0.1,0.3,0.00035611926109833545
0_11_4,0.1,0.4,1.2218045072101291e-05
1_11_4,0.1,0.4,0.00023786333274089882
2_11_4,0.1,0.4,0.00030348868407537537
3_11_4,0.1,0.4,0.002301264332546203
4_11_4,0.1,0.4,0.001453882883417239
0_11_5,0.1,0.5,0.00023202368473408382
1_11_5,0.1,0.5,0.0001797222436955091
2_11_5,0.1,0.5,0.0012757307253841578
3_11_5,0.1,0.5,0.0038464720361267904
4_11_5,0.1,0.5,0.00048354964171436427
0_11_6,0.1,0.6,0.014208416752444358
1_11_6,0.1,0.6,0.0008159483358407981
2_11_6,0.1,0.6,0.005424653339849149
3_11_6,0.1,0.6,0.009514712099090853
4_11_6,0.1,0.6,0.004196049776048107
0_11_7,0.1,0.7,0.07694050173326263
1_11_7,0.1,0.7,0.06245838037482013
2_11_7,0.1,0.7,0.06801751890909685
3_11_7,0.1,0.7,0.1959720375087579
4_11_7,0.1,0.7,0.24858803539324437
0_11_8,0.1,0.8,0.7411637107765827
1_11_8,0.1,0.8,0.7711837896712171
2_11_8,0.1,0.8,0.7026714725809896
3_11_8,0.1,0.8,0.721788702200887
4_11_8,0.1,0.8,0.8286271102274037
0_11_9,0.1,0.9,0.7834875138164068
1_11_9,0.1,0.9,0.8610288202930293
2_11_9,0.1,0.9,0.882146406339607
3_11_9,0.1,0.9,0.7375271599377827
4_11_9,0.1,0.9,0.9031999111586287
0_11_10,0.1,1.0,0.7862566555559943
1_11_10,0.1,1.0,0.8704275313710833
2_11_10,0.1,1.0,0.8978700292017322
3_11_10,0.1,1.0,0.8145693018622848
4_11_10,0.1,1.0,0.9060266878431114
0_12_0,0.2,0.0,6.584807742186512e-11
1_12_0,0.2,0.0,1.2637774221068531e-06
2_12_0,0.2,0.0,1.2808578752716866e-05
3_12_0,0.2,0.0,9.452819704472322e-05
4_12_0,0.2,0.0,4.661878134384014e-05
0_12_1,0.2,0.1,7.874053485819124e-10
1_12_1,0.2,0.1,2.203455402754078e-05
2_12_1,0.2,0.1,6.68385498439469e-05
3_12_1,0.2,0.1,0.00017930009891938383
4_12_1,0.2,0.1,0.00012539735908409852
0_12_2,0.2,0.2,5.0170611747975455e-09
1_12_2,0.2,0.2,3.692541820917052e-05
2_12_2,0.2,0.2,0.0004438072692054963
3_12_2,0.2,0.2,0.00033924420613365143
4_12_2,0.2,0.2,0.0009180137515703653
0_12_3,0.2,0.3,2.7056141859818922e-05
1_12_3,0.2,0.3,0.0006825739817876003
2_12_3,0.2,0.3,6.038135113210965e-05
3_12_3,0.2,0.3,0.0008237108833166707
4_12_3,0.2,0.3,0.00048818256412214503
0_12_4,0.2,0.4,0.00011166853638771261
1_12_4,0.2,0.4,3.82515280424429e-05
2_12_4,0.2,0.4,0.0017304922664988572
3_12_4,0.2,0.4,0.000585984362183462
4_12_4,0.2,0.4,0.006414802950263605
0_12_5,0.2,0.5,0.00028263652676752056
1_12_5,0.2,0.5,0.0018124211743682952
2_12_5,0.2,0.5,0.002766242898955393
3_12_5,0.2,0.5,0.000519354455545219
4_12_5,0.2,0.5,0.006380180468779196
0_12_6,0.2,0.6,0.005032389949218552
1_12_6,0.2,0.6,0.004212840307071163
2_12_6,0.2,0.6,0.014379087044784302
3_12_6,0.2,0.6,0.006232903011586004
4_12_6,0.2,0.6,0.01275237185584514
0_12_7,0.2,0.7,0.09814280707568675
1_12_7,0.2,0.7,0.09014525172151877
2_12_7,0.2,0.7,0.10493736272201237
3_12_7,0.2,0.7,0.2389423949970096
4_12_7,0.2,0.7,0.30878904380845784
0_12_8,0.2,0.8,0.8782385051016276
1_12_8,0.2,0.8,0.854382272507723
2_12_8,0.2,0.8,0.8343443460842326
3_12_8,0.2,0.8,0.8552145210642544
4_12_8,0.2,0.8,0.8451458341488527
0_12_9,0.2,0.9,0.8770162410441223
1_12_9,0.2,0.9,0.9209382881139577
2_12_9,0.2,0.9,0.8820844595507951
3_12_9,0.2,0.9,0.8436738538067486
4_12_9,0.2,0.9,0.903887168043039
0_12_10,0.2,1.0,0.8818771243897856
1_12_10,0.2,1.0,0.913459581078358
2_12_10,0.2,1.0,0.8913873096504157
3_12_10,0.2,1.0,0.8476389781301941
4_12_10,0.2,1.0,0.9784073483488159
0_13_0,0.3,0.0,2.027354366359464e-09
1_13_0,0.3,0.0,5.6428125619669285e-06
2_13_0,0.3,0.0,6.945448841609915e-06
3_13_0,0.3,0.0,0.0003683446567003539
4_13_0,0.3,0.0,0.00013450061093272565
0_13_1,0.3,0.1,1.4036643931950396e-08
1_13_1,0.3,0.1,0.00024548921041768
2_13_1,0.3,0.1,0.0008493407858912205
3_13_1,0.3,0.1,0.0008514748691798193
4_13_1,0.3,0.1,8.07244084909018e-05
0_13_2,0.3,0.2,5.790212766587712e-06
1_13_2,0.3,0.2,2.4679632662470483e-05
2_13_2,0.3,0.2,0.0005836996817486352
3_13_2,0.3,0.2,0.000871255915538035
4_13_2,0.3,0.2,0.002139172896768143
0_13_3,0.3,0.3,1.320642215324703e-05
1_13_3,0.3,0.3,0.0005722880754682431
2_13_3,0.3,0.3,0.0018937852355288146
3_13_3,0.3,0.3,5.119052819239469e-05
4_13_3,0.3,0.3,0.002541114864813868
0_13_4,0.3,0.4,0.00041633010494069006
1_13_4,0.3,0.4,2.1067355447000416e-05
2_13_4,0.3,0.4,0.0021500802340801844
3_13_4,0.3,0.4,0.0019191547512424408
4_13_4,0.3,0.4,0.004545882111256333
0_13_5,0.3,0.5,0.0031670798458867475
1_13_5,0.3,0.5,0.003207420043590796
2_13_5,0.3,0.5,0.006836165626107078
3_13_5,0.3,0.5,0.0034006356807318476
4_13_5,0.3,0.5,0.006860783225659597
0_13_6,0.3,0.6,0.01719374240702249
1_13_6,0.3,0.6,0.013586994271319819
2_13_6,0.3,0.6,0.005127155330334381
3_13_6,0.3,0.6,0.011815554701784345
4_13_6,0.3,0.6,0.01647958679928936
0_13_7,0.3,0.7,0.17347262446210338
1_13_7,0.3,0.7,0.15174842922301154
2_13_7,0.3,0.7,0.15861048387424265
3_13_7,0.3,0.7,0.23042512838849594
4_13_7,0.3,0.7,0.2626540091583169
0_13_8,0.3,0.8,0.9861854459609497
1_13_8,0.3,0.8,0.8941116273221801
2_13_8,0.3,0.8,0.8697013543751088
3_13_8,0.3,0.8,0.8403611323440081
4_13_8,0.3,0.8,0.9092753505413927
0_13_9,0.3,0.9,0.9926514072020088
1_13_9,0.3,0.9,0.9048814162850151
2_13_9,0.3,0.9,0.9718781638620209
3_13_9,0.3,0.9,0.9174608790366059
4_13_9,0.3,0.9,0.9911357320860908
0_13_10,0.3,1.0,0.9936752658695513
1_13_10,0.3,1.0,0.9025353843560009
2_13_10,0.3,1.0,0.9789289254261899
3_13_10,0.3,1.0,0.9240882386293633
4_13_10,0.3,1.0,0.9834665990389165
0_14_0,0.4,0.0,1.200679242947296e-09
1_14_0,0.4,0.0,4.3134362196696684e-05
2_14_0,0.4,0.0,0.00031970165467906604
3_14_0,0.4,0.0,0.0016077914604153952
4_14_0,0.4,0.0,0.0005350541103408819
0_14_1,0.4,0.1,5.177172783490467e-05
1_14_1,0.4,0.1,6.993193431008236e-05
2_14_1,0.4,0.1,3.764059918354187e-06
3_14_1,0.4,0.1,0.0013622081024401698
4_14_1,0.4,0.1,4.053863901250445e-05
0_14_2,0.4,0.2,0.002142730871186176
1_14_2,0.4,0.2,0.0008247009261187466
2_14_2,0.4,0.2,0.0007684680636428032
3_14_2,0.4,0.2,0.001296108121691999
4_14_2,0.4,0.2,0.0006597340085115996
0_14_3,0.4,0.3,0.003665618712426205
1_14_3,0.4,0.3,3.6653974222900646e-06
2_14_3,0.4,0.3,0.001309220925783935
3_14_3,0.4,0.3,0.0013340901466031751
4_14_3,0.4,0.3,6.221201340645284e-07
0_14_4,0.4,0.4,0.002662850995487588
1_14_4,0.4,0.4,5.4001533695913364e-05
2_14_4,0.4,0.4,6.24737361665942e-05
3_14_4,0.4,0.4,0.0019177849447773966
4_14_4,0.4,0.4,0.00185554560455798
0_14_5,0.4,0.5,0.005698451225449141
1_14_5,0.4,0.5,0.0037568975625255005
2_14_5,0.4,0.5,0.0016003253698765928
3_14_5,0.4,0.5,0.0027375154684130694
4_14_5,0.4,0.5,0.001852967118759898
0_14_6,0.4,0.6,0.0453778193113427
1_14_6,0.4,0.6,0.018772441054128203
2_14_6,0.4,0.6,0.014222599365436711
3_14_6,0.4,0.6,0.017999160843186736
4_14_6,0.4,0.6,0.02871588882917123
0_14_7,0.4,0.7,0.20938627887979294
1_14_7,0.4,0.7,0.22418710213587462
2_14_7,0.4,0.7,0.21428052483242024
3_14_7,0.4,0.7,0.34133669199454997
4_14_7,0.4,0.7,0.4803116990477767
0_14_8,0.4,0.8,0.9714110011858601
1_14_8,0.4,0.8,0.9285484693349569
2_14_8,0.4,0.8,0.9696585861730549
3_14_8,0.4,0.8,0.9104737264631642
4_14_8,0.4,0.8,0.9489318836704372
0_14_9,0.4,0.9,0.9884984795148563
1_14_9,0.4,0.9,0.9683636479092652
2_14_9,0.4,0.9,0.9540386805800853
3_14_9,0.4,0.9,0.9199999999999998
4_14_9,0.4,0.9,0.9799999986135276
0_14_10,0.4,1.0,0.9906068762085439
1_14_10,0.4,1.0,0.967707428443468
2_14_10,0.4,1.0,0.9599999999999802
3_14_10,0.4,1.0,0.92
4_14_10,0.4,1.0,0.9799999997317357
0_15_0,0.5,0.0,3.5294927332055433e-07
1_15_0,0.5,0.0,0.00010109178292096407
2_15_0,0.5,0.0,9.250203166909893e-10
3_15_0,0.5,0.0,0.00023070532576795625
4_15_0,0.5,0.0,1.2481899469136467e-08
0_15_1,0.5,0.1,7.482314902048234e-06
1_15_1,0.5,0.1,0.0009911753611803503
2_15_1,0.5,0.1,5.052991483806025e-07
3_15_1,0.5,0.1,0.00030890181899909797
4_15_1,0.5,0.1,0.00029833138172957816
0_15_2,0.5,0.2,7.864925322885925e-05
1_15_2,0.5,0.2,6.852505675663318e-05
2_15_2,0.5,0.2,7.271445815130963e-07
3_15_2,0.5,0.2,3.845593236913927e-05
4_15_2,0.5,0.2,0.0006691379082923367
0_15_3,0.5,0.3,0.0006274972388366641
1_15_3,0.5,0.3,6.6347753359253255e-06
2_15_3,0.5,0.3,1.837495960750505e-06
3_15_3,0.5,0.3,0.0004078914243380946
4_15_3,0.5,0.3,0.0005524442823767732
0_15_4,0.5,0.4,0.0014447941822312061
1_15_4,0.5,0.4,0.005015550231824941
2_15_4,0.5,0.4,0.0040945142256682745
3_15_4,0.5,0.4,0.001281740605148451
4_15_4,0.5,0.4,9.447479031803944e-05
0_15_5,0.5,0.5,0.0075652950735386314
1_15_5,0.5,0.5,0.008128599689699532
2_15_5,0.5,0.5,0.004649394869858553
3_15_5,0.5,0.5,0.0021100477520715837
4_15_5,0.5,0.5,0.002999266775051287
0_15_6,0.5,0.6,0.041337320607537795
1_15_6,0.5,0.6,0.029291151310746822
2_15_6,0.5,0.6,0.020066066112104153
3_15_6,0.5,0.6,0.04991200541207323
4_15_6,0.5,0.6,0.05528145856490278
0_15_7,0.5,0.7,0.22903361348517007
1_15_7,0.5,0.7,0.2719440317497458
2_15_7,0.5,0.7,0.3092516954973809
3_15_7,0.5,0.7,0.44431526075745875
4_15_7,0.5,0.7,0.4493121738352915
0_15_8,0.5,0.8,0.9379371004740082
1_15_8,0.5,0.8,0.9415907206703098
2_15_8,0.5,0.8,0.9721340964556656
3_15_8,0.5,0.8,0.9003016390825703
4_15_8,0.5,0.8,0.9729632806295012
0_15_9,0.5,0.9,0.9899999908377659
1_15_9,0.5,0.9,0.9634409214279864
2_15_9,0.5,0.9,0.9899999999996487
3_15_9,0.5,0.9,0.9191162113575537
4_15_9,0.5,0.9,0.9890488799407364
0_15_10,0.5,1.0,0.9899999749214153
1_15_10,0.5,1.0,0.98
2_15_10,0.5,1.0,0.9899999999994232
3_15_10,0.5,1.0,0.9195392335596023
4_15_10,0.5,1.0,0.9894600617089495
0_16_0,0.6,0.0,4.555724292574442e-09
1_16_0,0.6,0.0,7.500031230887637e-05
2_16_0,0.6,0.0,2.7712066214676756e-08
3_16_0,0.6,0.0,0.000454068330117384
4_16_0,0.6,0.0,3.990698699866776e-11
0_16_1,0.6,0.1,3.678008430648251e-07
1_16_1,0.6,0.1,2.0959953745630443e-05
2_16_1,0.6,0.1,6.474964174253378e-08
3_16_1,0.6,0.1,0.001707391530904867
4_16_1,0.6,0.1,9.86702375894613e-08
0_16_2,0.6,0.2,4.04877368907686e-06
1_16_2,0.6,0.2,7.927662200759609e-08
2_16_2,0.6,0.2,2.286984921991249e-06
3_16_2,0.6,0.2,0.0008763640811326901
4_16_2,0.6,0.2,8.821018508864583e-07
0_16_3,0.6,0.3,0.00011525867631106406
1_16_3,0.6,0.3,0.0011262173581102753
2_16_3,0.6,0.3,0.0010650178105022145
3_16_3,0.6,0.3,3.123632711553363e-05
4_16_3,0.6,0.3,5.158459640395925e-06
0_16_4,0.6,0.4,0.0009477693059614425
1_16_4,0.6,0.4,0.0012168824014844163
2_16_4,0.6,0.4,0.0010458098947951418
3_16_4,0.6,0.4,5.7759575262054016e-05
4_16_4,0.6,0.4,0.0005696851446455437
0_16_5,0.6,0.5,0.00763002413361751
1_16_5,0.6,0.5,0.004768423252466586
2_16_5,0.6,0.5,0.006718580683961484
3_16_5,0.6,0.5,0.0008099383431211974
4_16_5,0.6,0.5,0.005101962569347377
0_16_6,0.6,0.6,0.06483467608207052
1_16_6,0.6,0.6,0.020065741654049278
2_16_6,0.6,0.6,0.038050106851794524
3_16_6,0.6,0.6,0.037766477409047136
4_16_6,0.6,0.6,0.053865533128287374
0_16_7,0.6,0.7,0.3291742571962012
1_16_7,0.6,0.7,0.3456242262232948
2_16_7,0.6,0.7,0.30380614849745025
3_16_7,0.6,0.7,0.5319121342820402
4_16_7,0.6,0.7,0.4733644296886471
0_16_8,0.6,0.8,0.97636650277003
1_16_8,0.6,0.8,0.9617048055413051
2_16_8,0.6,0.8,0.9936017681119584
3_16_8,0.6,0.8,0.8961026362807403
4_16_8,0.6,0.8,0.9625030553007834
0_16_9,0.6,0.9,0.9920737667053687
1_16_9,0.6,0.9,0.9756654660248467
2_16_9,0.6,0.9,0.9999796325608353
3_16_9,0.6,0.9,0.9973053256963802
4_16_9,0.6,0.9,0.9888785599943017
0_16_10,0.6,1.0,0.99
1_16_10,0.6,1.0,0.9999998373929203
2_16_10,0.6,1.0,0.9999710971176087
3_16_10,0.6,1.0,0.9974327456056372
4_16_10,0.6,1.0,0.9885429407992877
0_17_0,0.7,0.0,5.374584757153294e-06
1_17_0,0.7,0.0,0.0001020809744693903
2_17_0,0.7,0.0,2.383365570696817e-10
3_17_0,0.7,0.0,3.773215098555652e-06
4_17_0,0.7,0.0,3.2387187185751315e-05
0_17_1,0.7,0.1,0.00015870683063024356
1_17_1,0.7,0.1,0.0003000835905370657
2_17_1,0.7,0.1,1.237503228308103e-07
3_17_1,0.7,0.1,0.0003892000537443993
4_17_1,0.7,0.1,1.1307352030477698e-06
0_17_2,0.7,0.2,0.000453352787503176
1_17_2,0.7,0.2,0.0009119995431519604
2_17_2,0.7,0.2,1.192551790953184e-06
3_17_2,0.7,0.2,0.0005188610546338595
4_17_2,0.7,0.2,0.00022943435678968334
0_17_3,0.7,0.3,0.00012667254463583603
1_17_3,0.7,0.3,0.00011194670847238653
2_17_3,0.7,0.3,1.9321911723805397e-05
3_17_3,0.7,0.3,0.0005855276237152472
4_17_3,0.7,0.3,0.00047716685918988623
0_17_4,0.7,0.4,0.0009558183561090083
1_17_4,0.7,0.4,0.0001038847600741041
2_17_4,0.7,0.4,0.00010077008606216419
3_17_4,0.7,0.4,0.00010994076214283096
4_17_4,0.7,0.4,0.001163655976339265
0_17_5,0.7,0.5,0.008217188831560378
1_17_5,0.7,0.5,0.0035075832813200552
2_17_5,0.7,0.5,0.006754487669841883
3_17_5,0.7,0.5,0.0040538239333917335
4_17_5,0.7,0.5,0.006418356008573915
0_17_6,0.7,0.6,0.0795426581543337
1_17_6,0.7,0.6,0.028687376297521085
2_17_6,0.7,0.6,0.06089605183493179
3_17_6,0.7,0.6,0.05656075768986445
4_17_6,0.7,0.6,0.07220307780658147
0_17_7,0.7,0.7,0.45342982491828454
1_17_7,0.7,0.7,0.43331393779045707
2_17_7,0.7,0.7,0.4099879463800123
3_17_7,0.7,0.7,0.5681796663979233
4_17_7,0.7,0.7,0.5274464482171831
0_17_8,0.7,0.8,0.9899253336814483
1_17_8,0.7,0.8,0.9999977321958019
2_17_8,0.7,0.8,0.9973216994801426
3_17_8,0.7,0.8,0.9696297326590868
4_17_8,0.7,0.8,0.9886347328035849
0_17_9,0.7,0.9,0.9970975025838038
1_17_9,0.7,0.9,0.9999810554380485
2_17_9,0.7,0.9,0.9999999918711919
3_17_9,0.7,0.9,0.9995306896775772
4_17_9,0.7,0.9,0.9994709590629619
0_17_10,0.7,1.0,0.9967841102519934
1_17_10,0.7,1.0,0.9997386399863296
2_17_10,0.7,1.0,0.999999991574761
3_17_10,0.7,1.0,0.9997941177921382
4_17_10,0.7,1.0,0.9997590904672268
0_18_0,0.8,0.0,5.458082519679563e-09
1_18_0,0.8,0.0,2.956353303562343e-10
2_18_0,0.8,0.0,2.6973679461934177e-09
3_18_0,0.8,0.0,2.9099329087614786e-10
4_18_0,0.8,0.0,3.6040279601337675e-09
0_18_1,0.8,0.1,2.4842083483519363e-06
1_18_1,0.8,0.1,4.692286999377727e-08
2_18_1,0.8,0.1,1.3228633162199353e-08
3_18_1,0.8,0.1,3.305254151541557e-08
4_18_1,0.8,0.1,5.1771071511081185e-08
0_18_2,0.8,0.2,1.7797704834204884e-06
1_18_2,0.8,0.2,1.5648649319025767e-06
2_18_2,0.8,0.2,6.666497666406474e-07
3_18_2,0.8,0.2,9.588150629104048e-07
4_18_2,0.8,0.2,5.49283268090669e-07
0_18_3,0.8,0.3,0.00024827782125706266
1_18_3,0.8,0.3,2.4831293804258015e-05
2_18_3,0.8,0.3,3.163960195703718e-05
3_18_3,0.8,0.3,4.92211464774361e-05
4_18_3,0.8,0.3,2.6145207927714144e-05
0_18_4,0.8,0.4,0.004231119060910438
1_18_4,0.8,0.4,0.00040059281295928346
2_18_4,0.8,0.4,0.00043289494015014005
3_18_4,0.8,0.4,0.0007891670064369253
4_18_4,0.8,0.4,0.0006397465964974548
0_18_5,0.8,0.5,0.00897844477496009
1_18_5,0.8,0.5,0.006070247144742696
2_18_5,0.8,0.5,0.005376933280197824
3_18_5,0.8,0.5,0.009904695554142404
4_18_5,0.8,0.5,0.007811361913579338
0_18_6,0.8,0.6,0.09897418922624782
1_18_6,0.8,0.6,0.06322636726841376
2_18_6,0.8,0.6,0.06098217329762954
3_18_6,0.8,0.6,0.09638760254762099
4_18_6,0.8,0.6,0.07380652484064892
0_18_7,0.8,0.7,0.517681878204717
1_18_7,0.8,0.7,0.507648066836953
2_18_7,0.8,0.7,0.4512003126786018
3_18_7,0.8,0.7,0.5500865261190477
4_18_7,0.8,0.7,0.6585804520652119
0_18_8,0.8,0.8,0.9883086828133587
1_18_8,0.8,0.8,0.9989614094714505
2_18_8,0.8,0.8,0.9997568323551939
3_18_8,0.8,0.8,0.9845180272434793
4_18_8,0.8,0.8,0.9994023303890284
0_18_9,0.8,0.9,0.99999999161464
1_18_9,0.8,0.9,0.999999991924695
2_18_9,0.8,0.9,0.9999999915084202
3_18_9,0.8,0.9,0.9999999919133827
4_18_9,0.8,0.9,0.9999999914852078
0_18_10,0.8,1.0,0.9999999914004976
1_18_10,0.8,1.0,0.9999999915477201
2_18_10,0.8,1.0,0.9999999913468228
3_18_10,0.8,1.0,0.9999999916319815
4_18_10,0.8,1.0,0.9999999913492268
0_19_0,0.9,0.0,2.9378061561564092e-06
1_19_0,0.9,0.0,7.875219084129501e-07
2_19_0,0.9,0.0,1.2388870619364158e-07
3_19_0,0.9,0.0,2.1829213920629112e-06
4_19_0,0.9,0.0,3.840216216057115e-07
0_19_1,0.9,0.1,1.0195095898351064e-06
1_19_1,0.9,0.1,3.8906539271728184e-07
2_19_1,0.9,0.1,9.925919495938997e-08
3_19_1,0.9,0.1,7.611038394768993e-08
4_19_1,0.9,0.1,1.3946818245085665e-06
0_19_2,0.9,0.2,1.1492117450889442e-05
1_19_2,0.9,0.2,4.6088643753457445e-06
2_19_2,0.9,0.2,4.087645955470123e-06
3_19_2,0.9,0.2,6.2246609371918715e-06
4_19_2,0.9,0.2,1.669877925909326e-05
0_19_3,0.9,0.3,0.0001000701739571808
1_19_3,0.9,0.3,0.00010835839877997681
2_19_3,0.9,0.3,7.2400910828953e-05
3_19_3,0.9,0.3,0.00018667127582325675
4_19_3,0.9,0.3,6.044302473481491e-05
0_19_4,0.9,0.4,0.0011222831218172776
1_19_4,0.9,0.4,0.0010602840896771666
2_19_4,0.9,0.4,0.001359543275247083
3_19_4,0.9,0.4,0.0020424685582829173
4_19_4,0.9,0.4,0.0012925970023400179
0_19_5,0.9,0.5,0.012586853798821802
1_19_5,0.9,0.5,0.010356091510238374
2_19_5,0.9,0.5,0.01359269634962146
3_19_5,0.9,0.5,0.010053875977203225
4_19_5,0.9,0.5,0.012112338269630133
0_19_6,0.9,0.6,0.10550905432706649
1_19_6,0.9,0.6,0.07381806761675971
2_19_6,0.9,0.6,0.07105895865596537
3_19_6,0.9,0.6,0.13280545618428213
4_19_6,0.9,0.6,0.11444997660122888
0_19_7,0.9,0.7,0.45585858686530023
1_19_7,0.9,0.7,0.5193193437610301
2_19_7,0.9,0.7,0.5844180033296997
3_19_7,0.9,0.7,0.6193303975921363
4_19_7,0.9,0.7,0.7349841978906344
0_19_8,0.9,0.8,0.988295430630937
1_19_8,0.9,0.8,0.9993574095611559
2_19_8,0.9,0.8,0.9997449168474377
3_19_8,0.9,0.8,0.9860706787773134
4_19_8,0.9,0.8,0.9993798765933763
0_19_9,0.9,0.9,0.9999999913932976
1_19_9,0.9,0.9,0.999999991599319
2_19_9,0.9,0.9,0.9999999913571527
3_19_9,0.9,0.9,0.9999999915024679
4_19_9,0.9,0.9,0.9999999913640405
0_19_10,0.9,1.0,0.9999999912588446
1_19_10,0.9,1.0,0.9999999913899363
2_19_10,0.9,1.0,0.9999999912430593
3_19_10,0.9,1.0,0.9999999913368407
4_19_10,0.9,1.0,0.9999999912196863
0_20_0,1.0,0.0,0.00019402066214908295
1_20_0,1.0,0.0,0.00019402066214908295
2_20_0,1.0,0.0,0.00019402066214908295
3_20_0,1.0,0.0,0.00019402066214908295
4_20_0,1.0,0.0,0.00019402066214908295
0_20_1,1.0,0.1,1.3131127275617102e-06
1_20_1,1.0,0.1,7.905997303249064e-06
2_20_1,1.0,0.1,6.3509622026372065e-06
3_20_1,1.0,0.1,1.2672842736058536e-05
4_20_1,1.0,0.1,6.473096747358359e-07
0_20_2,1.0,0.2,1.9177922983681556e-05
1_20_2,1.0,0.2,3.205070786613477e-05
2_20_2,1.0,0.2,8.030274979069047e-06
3_20_2,1.0,0.2,2.067675745231061e-05
4_20_2,1.0,0.2,2.515994799173439e-05
0_20_3,1.0,0.3,0.0005263710807573549
1_20_3,1.0,0.3,0.0001372918546307368
2_20_3,1.0,0.3,8.688911385592301e-05
3_20_3,1.0,0.3,0.00039360799406721524
4_20_3,1.0,0.3,0.00022927133705161857
0_20_4,1.0,0.4,0.0020985390233176234
1_20_4,1.0,0.4,0.0017584875088068011
2_20_4,1.0,0.4,0.002051478014946264
3_20_4,1.0,0.4,0.002256932971592841
4_20_4,1.0,0.4,0.002377328284768461
0_20_5,1.0,0.5,0.024717982877872174
1_20_5,1.0,0.5,0.01844766854207161
2_20_5,1.0,0.5,0.02427157990820609
3_20_5,1.0,0.5,0.014646782297192164
4_20_5,1.0,0.5,0.01644130877666098
0_20_6,1.0,0.6,0.12584721795091702
1_20_6,1.0,0.6,0.1193873288876395
2_20_6,1.0,0.6,0.09978721106812377
3_20_6,1.0,0.6,0.12376158634068185
4_20_6,1.0,0.6,0.12990805005692885
0_20_7,1.0,0.7,0.5147961421351788
1_20_7,1.0,0.7,0.49565704336559574
2_20_7,1.0,0.7,0.5958317750407347
3_20_7,1.0,0.7,0.7026812641089375
4_20_7,1.0,0.7,0.6618563122676453
0_20_8,1.0,0.8,0.9882739222413377
1_20_8,1.0,0.8,0.9993287118957519
2_20_8,1.0,0.8,0.9997392447575375
3_20_8,1.0,0.8,0.9862048022164753
4_20_8,1.0,0.8,0.9993712655357129
0_20_9,1.0,0.9,0.9999999912974452
1_20_9,1.0,0.9,0.9999999913164247
2_20_9,1.0,0.9,0.9999999913008398
3_20_9,1.0,0.9,0.9999999913154394
4_20_9,1.0,0.9,0.9999999913232164
0_20_10,1.0,1.0,0.9999999911984289
1_20_10,1.0,1.0,0.9999999911984289
2_20_10,1.0,1.0,0.9999999911984289
3_20_10,1.0,1.0,0.9999999911984289
4_20_10,1.0,1.0,0.9999999911984289
